"";"CACO2";"CO115";"COLO201";"COLO205";"COLO320";"DLD1";"HCC2998";"HCT116";"HCT15";"HT29";"IS1";"IS2";"KM12";"LIM1215";"LIM2405";"LOVO";"LS174T";"RKO";"RW2982";"RW7213";"SKCO1";"SW1116";"SW403";"SW48";"SW620";"SW837";"SW948";"T84";"TC71";"VACO5"
"POLR3C";0,2229531;0,3255826;0,046684385;0,047856975;0,191873635;0,232928;0,049287615;0,32367397;0,168229325;0,159272665;0,167862775;0,073478285;0,28373386;0,057665915;0,234832625;0,196950645;0,059794695;0,29303281;0,26249452;0,053973105;0,058851645;0,065510285;0,206979325;0,299534395;0,053906675;0,24363752;0,18528305;0,048967395;0,236233315;0,28698158
"POLR3D";0,1056843665;0,14371696;0,0868549375;0,086210105;0,1325008225;0,1210623925;0,0862415725;0,13541344575;0,08606108775;0,1084017875;0,148027905;0,086317525;0,1264424275;0,176396135;0,10290209;0,14384605675;0,0665954025;0,09279981;0,097114965;0,0953315275;0,0949527975;0,1082694425;0,101077285;0,265888089625;0,08998012;0,0928764425;0,1168544425;0,0832467105;0,17909034;0,1025834075
"POLR3E";0,170438025;0,14408468;0,125600875;0,136931095;0,084198105;0,135100635;0,107739425;0,08826708;0,12171126;0,127671805;0,152621965;0,120403005;0,12266416;0,08994352;0,148505715;0,120074815;0,114765155;0,1207089;0,17317862;0,14383284;0,108383635;0,14345343;0,139504255;0,1463605325;0,15017229;0,10370192;0,164493105;0,1346866;0,136828055;0,13453636
"POLR3F";0,042249105;0,06289676;0,04755085;0,038361695;0,04045546;0,059272735;0,04179859;0,03909356;0,035630785;0,044865405;0,05902641;0,05005349;0,052247305;0,04953128;0,04173491;0,047509285;0,037949855;0,04225251;0,04078996;0,0424209;0,034874785;0,04427343;0,05677269;0,0384125775;0,04127645;0,03898677;0,049432805;0,039026695;0,04379379;0,043075015
"POLR3GL";0,04638538;0,06237733;0,038292055;0,03220739;0,032929405;0,050788235;0,03862228;0,041096825;0,03864635;0,043006925;0,064401385;0,044959145;0,044483835;0,04593281;0,05592113;0,04168044;0,03748395;0,04187475;0,03721103;0,03793229;0,03953996;0,04117982;0,050823125;0,04154459;0,03593359;0,035380185;0,03461347;0,0277462;0,03416385;0,03752871
"POLR3H";0,6670888;0,7870293;0,4196544;0,6747865;0,8561213;0,5573809;0,8924784;0,8776658;0,6846857;0,6086165;0,7238126;0,6682894;0,5404938;0,3253101;0,7992873;0,2270911;0,04208939;0,5983796;0,6864159;0,4180626;0,5481629;0,8316818;0,6044314;0,86145305;0,8773096;0,8311774;0,8897675;0,1726651;0,9062313;0,5420265
"POLR3K";0,06789534;0,08060582;0,03266998;0,04558755;0,02828247;0,097140415;0,04685405;0,05599301;0,03539121;0,038989835;0,093854825;0,04980637;0,053503605;0,057399805;0,04511667;0,04725661;0,02600787;0,03851377;0,043113725;0,030082265;0,039076945;0,03505808;0,06973011;0,038094775;0,032813115;0,039544375;0,05918958;0,028502125;0,042558655;0,0337935
"POLRMT";0,05912218;0,045765495;0,030127395;0,027313605;0,029623335;0,072227;0,03473375;0,05358951;0,0357794;0,036024605;0,044121405;0,030308595;0,044052815;0,035555325;0,03875697;0,037357305;0,02791135;0,03963788;0,030733585;0,02520819;0,028088395;0,0342279;0,040215965;0,0285230975;0,050531105;0,02138669;0,075524575;0,030567255;0,05285116;0,02617073
"POM121";0,1535177;0,08029484;0,088356525;0,17759072;0,13389402;0,199239965;0,119681855;0,112342005;0,054622745;0,131377705;0,297883795;0,194940885;0,190802185;0,1597451;0,2918243;0,203771;0,183705885;0,1645886;0,196917365;0,04805525;0,13603188;0,197154975;0,09980188;0,1739893925;0,12806064;0,099949205;0,099754415;0,075103275;0,17214657;0,17234892
"POMC";0,77116705;0,9475372;0,8032828;0,9523421;0,84410695;0,9350688;0,96253235;0,9613691;0,9607389;0,8750573;0,892302;0,07623992;0,93412975;0,65216845;0,941697;0,8940067;0,36210105;0,9528696;0,9482108;0,3759174;0,8771214;0,94469255;0,5710993;0,962410275;0,95081275;0,9477176;0,56949475;0,88993995;0,9592675;0,9165546
"POMGNT1";0,14653646;0,03825422;0,036386635;0,031637235;0,031907605;0,07549168;0,13273227;0,031659545;0,11295917;0,098865415;0,159174615;0,185406865;0,076592825;0,082877935;0,021785685;0,064827285;0,016223205;0,025042605;0,11932312;0,08234958;0,067994035;0,052590155;0,04707846;0,04284075;0,151724775;0,0285034;0,159032405;0,09447898;0,07731803;0,04759248
"POMT1";0,181211145;0,094481895;0,053694525;0,097198845;0,105309975;0,582988;0,045383845;0,67213225;0,357951265;0,18496054;0,43519979;0,10541789;0,12516;0,077760555;0,4139344;0,25149909;0,070658525;0,29262755;0,05922241;0,05985912;0,419567675;0,06705451;0,17113912;0,06430873;0,07066356;0,05401905;0,28644609;0,081669315;0,49724729;0,42319435
"POMT2";0,05486282;0,20147045;0,041007825;0,03942667;0,07394359;0,3015394;0,091111245;0,46683425;0,08530982;0,088710555;0,26142395;0,065123885;0,2008346;0,10609195;0,054776275;0,045123635;0,0885465;0,32279015;0,030855955;0,025553935;0,041596815;0,047866455;0,043930725;0,0805261;0,09874422;0,02612462;0,052875735;0,053043625;0,3712806;0,04043175
"POMZP3";0,030681285;0,04543501;0,034171935;0,027821815;0,02612577;0,05853666;0,031104595;0,057655695;0,02664607;0,03268826;0,03594213;0,03284509;0,042619895;0,02753881;0,03811127;0,03235794;0,032065945;0,04153026;0,034295925;0,02546611;0,024820405;0,02840799;0,038751645;0,0247519;0,02764599;0,02585575;0,027582065;0,019039025;0,18361945;0,032909485
"PON1";0,8718271;0,6516676;0,586023;0,5863092;0,4540353;0,7393085;0,5298706;0,8187185;0,7380447;0,3810457;0,5585081;0,05234101;0,8287794;0,5343378;0,6909481;0,4073014;0,1085412;0,594192;0,6911201;0,04082967;0,4065611;0,4797291;0,544055;0,65079125;0,3100084;0,5023159;0,2079812;0,1940299;0,8453397;0,8791825
"PON2";0,05206624;0,058448845;0,048431165;0,06388504;0,040718065;0,08445339;0,042309385;0,046289105;0,04369822;0,047678315;0,072296685;0,04925292;0,0653534;0,079385085;0,055651065;0,048128685;0,03867089;0,043788855;0,068350415;0,03796106;0,03925633;0,04352202;0,060611535;0,0431783675;0,050949695;0,05454452;0,043647305;0,02926215;0,040493005;0,0386477
"PON3";0,03808351;0,6394941;0,032148265;0,02903375;0,8935835;0,62730685;0,7970014;0,55371815;0,6279875;0,03764347;0,6498155;0,4989442;0,6908195;0,58482685;0,044421825;0,29475005;0,36036295;0,5447622;0,5406175;0,074682655;0,16845773;0,07560473;0,039800375;0,856298975;0,8228988;0,02671753;0,106621205;0,032389985;0,86690665;0,86293275
"POP1";0,8696665;0,9169214;0,436112;0,114969;0,07445496;0,8957985;0,5270011;0,9291744;0,9020451;0,8252631;0,4581444;0,1438817;0,9016473;0,9011745;0,40173;0,897169;0,8906606;0,07610764;0,3331241;0,8933957;0,8045725;0,4132265;0,09296149;0,85022435;0,3274016;0,882345;0,6936498;0,3283603;0,918308;0,7713511
"POP4";0,0282896;0,03086997;0,04188941;0,01877256;0,01583488;0,04591395;0,01678428;0,02004434;0,01577418;0,01856167;0,03652174;0,02813974;0,04457006;0,03275772;0,03794682;0,027064;0,01290991;0,01346722;0,01422527;0,01614784;0,02099763;0,01669963;0,05741289;0,017831405;0,01497211;0,02284038;0,01920517;0,01386278;0,02616279;0,01729332
"POP5";0,032873215;0,035187145;0,0328525;0,032704215;0,027382845;0,047664415;0,028464455;0,0274291;0,02607947;0,03854225;0,042762915;0,04456069;0,04853895;0,043130995;0,03658118;0,03707166;0,0273334;0,03415533;0,03474657;0,02650261;0,030561075;0,027917625;0,04945379;0,02899268;0,03340015;0,030093785;0,04057377;0,02443061;0,034586435;0,031559815
"POP7";0,03057374;0,026845975;0,02674829;0,023111725;0,02880985;0,037916745;0,026328225;0,02462589;0,022045925;0,02408036;0,042461135;0,03596676;0,04022057;0,038788205;0,03751204;0,028159195;0,02047401;0,02958174;0,02411976;0,02573513;0,03203758;0,024716305;0,038634535;0,0282666775;0,02654317;0,025803315;0,03183959;0,02130439;0,028670805;0,02516169
"POPDC2";0,73273565;0,8584817;0,7344066;0,65400035;0,84916045;0,844857;0,84027325;0,8783868;0,82831595;0,4744125;0,82075095;0,44365365;0,82806095;0,84140305;0,85904645;0,5273014;0,50525775;0,72249505;0,65355395;0,8724165;0,8643887;0,6956744;0,6562515;0,854964075;0,8353939;0,77956395;0,70497855;0,69799485;0,8734503;0,84172815
"POPDC3";0,1789764;0,8664341;0,8004829;0,8991175;0,06548755;0,42084895;0,04985211;0,04164273;0,42449645;0,77064325;0,086965975;0,194217445;0,88462605;0,20092535;0,84150555;0,33295085;0,308538645;0,8744938;0,36388055;0,060530395;0,47638605;0,4136925;0,05721734;0,87610645;0,052629875;0,82037645;0,4069406;0,20567555;0,7570597;0,87460375
"POR";0,8669993;0,8728132;0,80949365;0,8115352;0,8389423;0,8496356;0,86489435;0,88658845;0,86369545;0,8599435;0,87046245;0,87263095;0,8453043;0,8733554;0,864279;0,84979945;0,85556255;0,8666501;0,85440055;0,872999;0,82388565;0,85382645;0,8565711;0,895902;0,8784673;0,8657721;0,88053215;0,8821659;0,89821205;0,873851
"PORCN";0,341978565;0,088091365;0,08348333;0,29395759;0,17663633;0,11602077;0,15373587;0,23999188;0,11142961;0,54077615;0,69496105;0,5994234;0,397824685;0,074315545;0,068369055;0,113668445;0,04253556;0,43078875;0,34743104;0,038910245;0,039756995;0,194060295;0,48309685;0,360531325;0,098120635;0,06466144;0,60112325;0,204020665;0,4402015;0,48169685
"POSTN";0,2482412;0,2491514;0,3198945;0,2726355;0,2879561;0,2293345;0,2455674;0,1792169;0,1434958;0,1796678;0,5219755;0,09093602;0,3294404;0,1528884;0,6643496;0,1796875;0,112949;0,7184466;0,1312614;0,05188522;0,1330004;0,1615741;0,116673;0,75231475;0,2481707;0,4447761;0,1282051;0,1125105;0,7541418;0,4057079
"POT1";0,6701081;0,77352445;0,70067135;0,70134105;0,7313026;0,6427298;0,7252721;0,749513;0,7999602;0,76861985;0,7272431;0,57934975;0,64194025;0,74504115;0,7825799;0,74619505;0,44144445;0,76594275;0,6096724;0,7694478;0,7638364;0,7660204;0,76635865;0,77974095;0,76208575;0,6934345;0,8196313;0,73774375;0,8002071;0,7392683
"POU1F1";0,2839963;0,7650643;0,6613103;0,6686252;0,592257;0,6421605;0,6573427;0,6946565;0,7113997;0,6861827;0,6144907;0,3442295;0,6067073;0,7176105;0,662781;0,6242775;0,743305;0,6804565;0,4212679;0,2941822;0,6883469;0,6231292;0,3152622;0,6669887;0,6822067;0,5702576;0,7099036;0,2712766;0,802444;0,7193923
"POU2AF1";0,8679028;0,8707009;0,8664403;0,8850793;0,6495378;0,8440711;0,7233719;0,9033877;0,8720623;0,8563184;0,8745088;0,8774831;0,8275543;0,8704195;0,8588313;0,8172345;0,8590634;0,8550847;0,8379447;0,8771335;0,8688389;0,894425;0,8288697;0,87552795;0,5702986;0,835649;0,8354315;0,8486367;0,8800136;0,7005885
"POU2F1";0,08798489;0,07707309;0,07644088;0,062876445;0,05925282;0,10370537;0,08801851;0,069311755;0,063651695;0,10445672;0,0879872;0,06967598;0,100148455;0,07609292;0,07541072;0,08508539;0,06060497;0,08514283;0,080879265;0,060508765;0,059444725;0,06231605;0,07804182;0,07164418;0,07135019;0,074416615;0,057247425;0,057246795;0,065626225;0,06276983
"POU2F2";0,80401745;0,85666705;0,5387175;0,44111325;0,4425406;0,6099209;0,40196045;0,8517183;0,5922943;0,7227031;0,83896175;0,3445464;0,68363435;0,3129339;0,8507376;0,74741455;0,3635393;0,71318155;0,55285705;0,5332856;0,25166435;0,61618875;0,5302084;0,896583125;0,32057025;0,51160685;0,49745265;0,55611755;0,84190425;0,75129335
"POU2F3";0,6142631;0,9111037;0,05063469;0,0584373;0,05925784;0,3924589;0,2783092;0,9224261;0,366437;0,8082336;0,3605057;0,0561148;0,7103232;0,1611458;0,6054648;0,6839717;0,03656013;0,9495179;0,5598287;0,2013453;0,06819966;0,1419412;0,09473969;0,52632045;0,2418276;0,09650626;0,2147243;0,193283;0,324255;0,05376022
"POU3F1";0,83874005;0,9459428;0,8206081;0,95070785;0,2993894;0,93796955;0,9413766;0,95290635;0,95151335;0,77598815;0,9144958;0,90502275;0,9318212;0,5889096;0,94019305;0,7904314;0,347577765;0,9355296;0,8838443;0,441016485;0,8263212;0,89421955;0,82536335;0,952705475;0,9427181;0,91431055;0,9100562;0,888986;0,79688945;0,94906755
"POU3F2";0,33352525;0,94479235;0,9483165;0,96117175;0,23330351;0,86778735;0,47120932;0,9449214;0,9425053;0,9388785;0,95040015;0,8730712;0,9363848;0,17734364;0,94538185;0,75522375;0,05106843;0,95891905;0,792043;0,20611376;0,7612969;0,7753483;0,12496607;0,95804235;0,483263075;0,5265506;0,86196655;0,45629525;0,29863175;0,9538075
"POU3F3";0,38901325;0,8823149;0,8560569;0,7103931;0,02444507;0,8032115;0,7011099;0,8156999;0,70853145;0,81427225;0,54529745;0,473408615;0,81184;0,46158115;0,84025365;0,52024675;0,3786944;0,83328685;0,4655672;0,18736625;0,5750547;0,5610708;0,67877;0,827707425;0,731997;0,56027155;0,6652025;0,45281465;0,4758602;0,7457761
"POU3F4";0,6279493;0,7532597;0,75467995;0,74004125;0,78425095;0,61090985;0,5048806;0,74089305;0,50930925;0,63041465;0,68533945;0,53387605;0,6932178;0,67961275;0,60688245;0,30772975;0,370942235;0,7080001;0,38249789;0,81839685;0,50544295;0,43544675;0,51399695;0,776060725;0,525268;0,6632909;0,63585685;0,50707385;0,81104985;0,48169815
"POU4F1";0,051292755;0,941654;0,91584465;0,91032075;0,037389075;0,77813875;0,22466685;0,9481229;0,74483695;0,93728165;0,5092829;0,49137185;0,92748085;0,152417065;0,9499787;0,5021746;0,099726545;0,91126945;0,0768742;0,13691364;0,4902993;0,46725775;0,32970314;0,877369175;0,23919115;0,88046045;0,4970252;0,75062515;0,377132245;0,94712435
"POU4F2";0,8298191;0,889417;0,76975795;0,90363605;0,89248605;0,8469781;0,92223645;0,88881275;0,8203296;0,8826717;0,8755676;0,8562245;0,86928435;0,8750613;0,8915458;0,62860395;0,76732415;0,89157235;0,8362202;0,89838805;0,90694375;0,8675141;0,87655725;0,909838275;0,897802;0,8658083;0,71792045;0,86682165;0,89978135;0,88441675
"POU4F3";0,46187345;0,88502445;0,64544335;0,67709205;0,1239064;0,8247782;0,88401065;0,8662697;0,8418927;0,6746471;0,79091725;0,6984494;0,77497535;0,8621152;0,88577315;0,3657042;0,36536465;0,8339224;0,6054259;0,77976025;0,50660775;0,7135226;0,7189989;0,889218225;0,821845;0,61401225;0,6203451;0,5793826;0,9071698;0,71472645
"POU6F1";0,0550186;0,05909181;0,06177734;0,057249005;0,05173361;0,06353348;0,05847738;0,052891745;0,052849775;0,05694643;0,079066625;0,061314345;0,07365844;0,062067015;0,0619924;0,065894445;0,050466685;0,05827135;0,054717625;0,058351365;0,062727365;0,05603932;0,066990605;0,0494623475;0,05981133;0,053669505;0,062050895;0,05044594;0,058773785;0,057449975
"POU6F2";0,6151891;0,6858078;0,5372611;0,58353225;0,6207094;0,81105395;0,53238605;0,72227585;0,8362533;0,58181185;0,8033332;0,6596039;0,6249601;0,82561405;0,84817955;0,41106321;0,444012465;0,6061561;0,83236595;0,8729554;0,7840485;0,7320386;0,78871205;0,781915425;0,48140035;0,80592695;0,7158423;0,52528215;0,6390046;0,7222253
"PPA1";0,029807105;0,034930465;0,03715386;0,02874469;0,028693755;0,04853753;0,02241606;0,032526935;0,02998296;0,037033095;0,042856755;0,040928255;0,04052774;0,03377679;0,042941195;0,035132115;0,028241335;0,03059497;0,033725875;0,0236861;0,027696055;0,03255373;0,041398245;0,0271569925;0,028431725;0,02808784;0,02858087;0,02214235;0,027405365;0,02625903
"PPA2";0,06276942;0,05975932;0,04240801;0,03540947;0,04003062;0,06630471;0,05236383;0,04100294;0,033879455;0,044589875;0,082734465;0,05856025;0,05602918;0,052049435;0,049619635;0,044278845;0,03014728;0,04938288;0,049738075;0,038193415;0,04781503;0,04517241;0,076969225;0,040221145;0,047041895;0,042185805;0,049231145;0,03540551;0,043342455;0,0397114
"PPAN";0,492790155;0,500774;0,46721645;0,43003789;0,4316555;0,46575795;0,48988954;0,493719125;0,487221725;0,48676913;0,493020375;0,48873261;0,481489385;0,485866245;0,45680728;0,48038529;0,48303115;0,48073506;0,485644035;0,479819905;0,36027746;0,484619625;0,48418965;0,4889169575;0,479227855;0,31517088;0,487959755;0,48673794;0,49097174;0,41374091
"PPAP2B";0,25681569;0,41691555;0,274460305;0,3974192;0,384472975;0,36832133;0,34036041;0,40284633;0,304466765;0,24316979;0,39314999;0,06592021;0,224683535;0,252536305;0,433973285;0,31158139;0,276530185;0,429608215;0,25485916;0,072532835;0,220608445;0,28955156;0,222784025;0,4159998475;0,34178256;0,14273062;0,13677345;0,110246365;0,443527555;0,296040665
"PPAP2C";0,87383685;0,85799965;0,3353913;0,62473525;0,124284315;0,8408105;0,81887815;0,85301765;0,75247155;0,75896425;0,87521445;0,76818215;0,6688247;0,57517445;0,8916923;0,85250855;0,47876215;0,8879121;0,6982204;0,70892095;0,8866764;0,332156475;0,55897815;0,8850439;0,8947215;0,4777319;0,8975847;0,7034047;0,88131345;0,72266225
"PPAPDC3";0,82902375;0,90176315;0,8836302;0,88291205;0,80995895;0,852315;0,9041852;0,90324785;0,8668708;0,79796275;0,8825766;0,4770374;0,8751667;0,6906894;0,87973895;0,67370465;0,36561686;0,8544831;0,8013079;0,87426055;0,8502751;0,82000315;0,823961;0,886247425;0,88119715;0,8582757;0,7536407;0,4660109;0,8038164;0,76792225
"PPARA";0,429346835;0,4357196;0,054122965;0,026666075;0,365020705;0,371524735;0,083404305;0,7245431;0,269356037;0,035618215;0,253992415;0,042064395;0,41119186;0,17077156;0,120973115;0,44297127;0,022934335;0,44039564;0,034486755;0,023846755;0,19067018;0,03744441;0,04664708;0,4163155125;0,08039421;0,08501287;0,03257783;0,028326965;0,5776994;0,22702775
"PPARD";0,05550177;0,06193054;0,07148318;0,04232319;0,03729963;0,06995998;0,05572794;0,0313383;0,03716837;0,04869103;0,05952381;0,03813514;0,05945596;0,05320334;0,06882071;0,05250065;0,03202562;0,04630382;0,03217436;0,03632861;0,03967149;0,03991131;0,07224271;0,035370755;0,04461222;0,04886659;0,03386098;0,03166904;0,04057929;0,03436929
"PPARG";0,02917709;0,05365647;0,05606593;0,03969999;0,01894279;0,06823637;0,03897264;0,02981341;0,03714694;0,03946275;0,4248018;0,038746;0,057284;0,03128713;0,0537776;0,02492244;0,02332007;0,9680692;0,03531073;0,02254804;0,03572414;0,03051896;0,05959816;0,03362899;0,04003906;0,03810196;0,02349256;0,02570978;0,03703704;0,02437835
"PPARGC1A";0,2848673;0,30850615;0,09228871;0,06596946;0,064910365;0,1563281;0,078975395;0,165430905;0,09919968;0,140721785;0,10978175;0,100855635;0,105420045;0,10537824;0,12119855;0,16105906;0,04989101;0,41491469;0,09231905;0,064025635;0,188295285;0,08709458;0,13276165;0,1418985725;0,07753362;0,06887069;0,076216015;0,06056445;0,397514855;0,058580425
"PPARGC1B";0,38328519;0,4682928;0,18638972;0,17792457;0,364126995;0,2657193;0,365337975;0,39884976;0,337764695;0,26764007;0,3982864;0,26461445;0,2573552;0,33839153;0,43016358;0,16617666;0,053609455;0,38259127;0,344596665;0,31188779;0,397968045;0,163040365;0,163447705;0,33359164;0,272482755;0,1817662;0,174819035;0,20159761;0,34619736;0,20137677
"PPAT";0,3476962;0,309714;0,33069665;0,33238435;0,3436212;0,30989745;0,3355493;0,33500165;0,3303996;0,3079863;0,3446198;0,35565105;0,3349392;0,3218979;0,3154933;0,3502152;0,29449785;0,3598341;0,3196734;0,31246235;0,33857485;0,33836805;0,3510326;0,32012145;0,326846;0,2973687;0,35976975;0,34132005;0,3333749;0,3293983
"PPBP";0,8311352;0,8729567;0,8647049;0,8544949;0,8469608;0,8466296;0,8802918;0,8866187;0,8441888;0,8663614;0,8151363;0,8644816;0,7967104;0,86568;0,8061846;0,8489645;0,8713257;0,8427357;0,834766;0,8705882;0,8433569;0,8792412;0,8253774;0,8612821;0,8731897;0,7872221;0,8551375;0,8711212;0,8612431;0,8727101
"PPCDC";0,3745512;0,1757692;0,2209357;0,1146767;0,09658923;0,1211241;0,1860028;0,1573256;0,1273328;0,2374083;0,4501275;0,2535405;0,1151277;0,1930306;0,144785;0,09215563;0,1103621;0,09293932;0,08787803;0,08749927;0,1486183;0,07483296;0,09029599;0,1407823;0,1178623;0,07753792;0,09234101;0,1199358;0,09451257;0,1105932
"PPEF1";0,72697355;0,82627585;0,340335015;0,606223;0,77935875;0,7786215;0,6003724;0,8198929;0,83398635;0,5270326;0,2609378;0,0663554;0,78782665;0,82068625;0,56087165;0,372709;0,095429875;0,57607205;0,46178135;0,83462345;0,79460815;0,11421524;0,65307595;0,7280007;0,58683845;0,69772445;0,24063105;0,22977097;0,6622636;0,82759435
"PPEF2";0,75583385;0,8218753;0,5761439;0,60796115;0,82009335;0,7848515;0,82402405;0,8379006;0,75608785;0,5659619;0,63340185;0,44412775;0,7244598;0,7979177;0,71186265;0,58596975;0,26939712;0,78290855;0,6117019;0,80485575;0,7212185;0,42270626;0,58726365;0,839135375;0,8114675;0,76462115;0,8201803;0,443693845;0,8398195;0,7131454
"PPFIA1";0,03581604;0,046998155;0,034941945;0,036311695;0,022239365;0,049378525;0,02583018;0,031624305;0,022113275;0,06467855;0,0378138;0,03678582;0,04773548;0,02949196;0,03058972;0,03464823;0,022345915;0,03402618;0,02734452;0,02464941;0,025226515;0,02656459;0,04473289;0,0240581625;0,03137597;0,023228895;0,03061106;0,019784865;0,03859525;0,025527095
"PPFIA2";0,6468448;0,8894456;0,75425305;0,7591653;0,58518055;0,83135;0,50215875;0,79610535;0,7347141;0,81654575;0,78582815;0,39419965;0,7209373;0,66942875;0,76630885;0,35269125;0,72056035;0,88163045;0,6459566;0,7500623;0,56741895;0,56843565;0,5667574;0,8850441;0,4193444;0,80827015;0,4684523;0,45090305;0,8034823;0,84008435
"PPFIA3";0,49694762;0,48728495;0,48027046;0,489612415;0,475854285;0,509845145;0,48701498;0,4908123;0,49570032;0,49504465;0,500729945;0,481950425;0,50594355;0,50040294;0,483712695;0,490072385;0,456091505;0,4847425;0,487978885;0,45091166;0,49238681;0,492318815;0,483950425;0,49243747;0,49165977;0,47185818;0,50130634;0,473272005;0,482729665;0,485483385
"PPFIBP1";0,082501465;0,07480205;0,073746675;0,05905645;0,068549145;0,068241115;0,06068444;0,073716025;0,057158705;0,06265647;0,06950372;0,058939945;0,069652795;0,064573445;0,06027046;0,062393065;0,07044223;0,067622575;0,0664367;0,05216343;0,062654635;0,06358609;0,07976901;0,0591431;0,056388565;0,05324875;0,061034395;0,057498;0,06413437;0,06466542
"PPHLN1";0,081100295;0,092333;0,10422602;0,086496295;0,062424065;0,09723983;0,07029222;0,06599936;0,044942465;0,068257755;0,1444829;0,08822981;0,120476695;0,07497945;0,08982431;0,05950567;0,047632405;0,07116553;0,122436535;0,0485548;0,065766765;0,067482155;0,1261452;0,0804410375;0,048942325;0,070090515;0,08692973;0,04087807;0,064561775;0,065330265
"PPIA";0,077837155;0,08865018;0,097776955;0,073360625;0,07117402;0,122066635;0,095128165;0,075669215;0,11223468;0,065876865;0,073339915;0,0718916;0,071683595;0,0955935;0,08431637;0,06829057;0,09727161;0,08176058;0,053432665;0,09462846;0,156595155;0,086037235;0,05057782;0,0702709775;0,090717875;0,087751375;0,06891365;0,063559245;0,091856815;0,078041835
"PPIB";0,05105562;0,05872147;0,03874469;0,03079908;0,03094098;0,053599125;0,039927715;0,02500918;0,02988543;0,038427025;0,05068774;0,04564645;0,06083146;0,05895703;0,05387893;0,04267794;0,031448045;0,039887135;0,04711763;0,035515185;0,039308055;0,052314955;0,065597;0,03632099;0,032723805;0,02558164;0,0511761;0,024692665;0,040498675;0,024464365
"PPIC";0,051280175;0,22683015;0,05513415;0,032275865;0,075968765;0,07829834;0,02938515;0,036177825;0,027434135;0,052898895;0,065920295;0,040778685;0,06416515;0,05322155;0,061563705;0,05788682;0,027107015;0,03096284;0,053862745;0,028281635;0,042272155;0,02628358;0,045387435;0,09361112;0,041990665;0,032541875;0,045241685;0,02051403;0,073616455;0,029786805
"PPID";0,05072057;0,06040075;0,05150338;0,07079049;0,03700574;0,06482335;0,03594289;0,05581621;0,03975155;0,05905206;0,07686932;0,07139435;0,08209565;0,05142359;0,08352872;0,07051384;0,03855919;0,04335155;0,04473575;0,04250122;0,03609378;0,04579871;0,058159;0,04288722;0,05714764;0,05134923;0,08292127;0,03644347;0,05120263;0,04620878
"PPIE";0,45076465;0,50819065;0,26747087;0,32093206;0,15650192;0,4940057;0,3515251;0,107364155;0,50210522;0,432056965;0,52108065;0,30257009;0,74162305;0,466339755;0,103949175;0,47545309;0,45857711;0,5019185;0,319791615;0,481015535;0,352321265;0,3566893;0,5128673;0,71199375;0,33692656;0,38285276;0,501140445;0,109729035;0,18341605;0,45385719
"PPIF";0,07129612;0,044191025;0,03551006;0,03865209;0,03728698;0,05543883;0,033666935;0,02909188;0,03143368;0,03992731;0,043541005;0,044974585;0,05885106;0,037454535;0,041704935;0,055685225;0,031633235;0,03474516;0,03834935;0,035406785;0,036719625;0,044015475;0,04478825;0,03553621;0,03608271;0,032494395;0,038402645;0,03095132;0,03981842;0,031756405
"PPIG";0,110766125;0,29171295;0,056854805;0,040469505;0,03933635;0,26790483;0,048565475;0,063866215;0,050187455;0,08429508;0,19209191;0,06312777;0,062077905;0,048328055;0,070318855;0,059894645;0,032782645;0,07039025;0,06435032;0,02795165;0,044700945;0,04266393;0,151962735;0,052602445;0,044289625;0,036659585;0,05345687;0,031065375;0,047282155;0,038077475
"PPIH";0,04416099;0,0506383;0,047941625;0,037536375;0,029461075;0,053876255;0,031632035;0,034010295;0,03370565;0,03453236;0,05842509;0,05431148;0,044485165;0,04114879;0,048898725;0,03834168;0,027771545;0,03777487;0,03594877;0,028862535;0,03468099;0,04619934;0,058583645;0,031698925;0,030581575;0,040913145;0,03537195;0,026098715;0,03044112;0,03204214
"PPIL1";0,036573235;0,04014484;0,03360362;0,029591365;0,033727405;0,046833715;0,03269988;0,031006045;0,02744939;0,03557291;0,03258036;0,03524961;0,043840715;0,03889822;0,03568339;0,031446175;0,0306444;0,031668035;0,031870325;0,02908027;0,033542715;0,04004155;0,045576155;0,0331574375;0,034050675;0,02827016;0,03568923;0,02818558;0,03159098;0,032060495
"PPIL2";0,1111002;0,07917757;0,071723;0,0789379;0,07042792;0,09170198;0,09062486;0,08892448;0,06704848;0,06595755;0,08043992;0,07199494;0,09825318;0,08135641;0,08674251;0,07751168;0,06313596;0,09041161;0,08212895;0,05852891;0,07783832;0,06323542;0,06767472;0,088515225;0,07684128;0,06622684;0,06420162;0,04886505;0,07828815;0,07071888
"PPIL3";0,061697755;0,090164335;0,04570793;0,05209567;0,054432825;0,086945395;0,035572885;0,052611865;0,032800575;0,04791289;0,07331885;0,039148315;0,07061757;0,05137313;0,04660032;0,03763296;0,04143069;0,055891175;0,076545355;0,037287815;0,0578127;0,041605555;0,07023212;0,0586366875;0,065195595;0,03724891;0,032729675;0,025973155;0,04715708;0,046832425
"PPIL6";0,13533644;0,066576935;0,01848633;0,01550746;0,022453325;0,19068278;0,01491883;0,020462685;0,015158945;0,02208508;0,029719485;0,036395365;0,04068386;0,032136325;0,01848586;0,017766815;0,01442087;0,016062875;0,016911795;0,012692365;0,01881056;0,02271482;0,03447119;0,02241556;0,02242428;0,01936774;0,01917146;0,0123791265;0,019883185;0,01481729
