"";"CACO2";"CO115";"COLO201";"COLO205";"COLO320";"DLD1";"HCC2998";"HCT116";"HCT15";"HT29";"IS1";"IS2";"KM12";"LIM1215";"LIM2405";"LOVO";"LS174T";"RKO";"RW2982";"RW7213";"SKCO1";"SW1116";"SW403";"SW48";"SW620";"SW837";"SW948";"T84";"TC71";"VACO5"
"DOCK3";0,3557968;0,8971167;0,8718865;0,8478413;0,07873402;0,9017541;0,8896046;0,7168925;0,8952068;0,8994059;0,8;0,5386667;0,8878016;0,6333089;0,9042527;0,8130826;0,08298986;0,8984088;0,0937575;0,1493752;0,783191;0,6515889;0,5456217;0,9105349;0,8761148;0,8007204;0,5009062;0,4044256;0,8774421;0,8852751
"DOCK4";0,025636025;0,08517444;0,0254676;0,023626575;0,02394255;0,03614387;0,014939055;0,01950138;0,016951675;0,029043625;0,028057785;0,029115565;0,03458391;0,02896895;0,03197884;0,02534148;0,016896085;0,02364835;0,02271681;0,018542915;0,019521985;0,02297856;0,044695635;0,02010449575;0,02537179;0,024996325;0,02349418;0,019786513;0,029396155;0,01812545
"DOCK5";0,024232745;0,030404145;0,02065361;0,01984097;0,01458203;0,041150105;0,01804333;0,01805112;0,0106467805;0,023530095;0,031431395;0,027487975;0,041163475;0,027640995;0,034730735;0,027040355;0,011860895;0,020956205;0,01664969;0,019489405;0,0208277;0,032312625;0,060416225;0,016306875;0,016094365;0,014787685;0,01956065;0,011132436;0,03681016;0,014601105
"DOCK8";0,8148972;0,8773761;0,8637713;0,8836597;0,863852;0,8592965;0,8772388;0,8653023;0,9068455;0,8921378;0,7578319;0,8975757;0,805039;0,8377239;0,873408;0,9124519;0,8871499;0,8747244;0,675772;0,925748;0,898495;0,8576143;0,7888999;0,90496315;0,8716338;0,874211;0,8302647;0,7847158;0,8700278;0,8902391
"DOCK9";0,04033941;0,1013801;0,03978319;0,02735902;0,02854578;0,07992781;0,04041955;0,04209192;0,04571783;0,03068964;0,05514323;0,04541939;0,0424048;0,03935612;0,03958898;0,06324922;0,03562325;0,04312593;0,03645438;0,03331924;0,07335907;0,03121913;0,05350673;0,03611512;0,05709702;0,03477503;0,03372413;0,0272566;0,06375865;0,03597279
"DOK1";0,8025923;0,76470275;0,03344687;0,02568725;0,36354545;0,03886998;0,02756932;0,025648815;0,028006605;0,032366025;0,067125005;0,036633855;0,04826535;0,03185903;0,029690965;0,284422585;0,030224585;0,036491895;0,029587925;0,026565135;0,03158318;0,02782377;0,0383269;0,030435355;0,03277259;0,483818655;0,03037666;0,02424744;0,19631276;0,028823825
"DOK2";0,4140878;0,72755665;0,48801845;0,5452184;0,52860745;0,44936615;0,48637185;0,75246965;0,49325935;0,3832045;0,5586345;0,30974696;0,5437498;0,3754333;0,56503365;0,18401258;0,079428595;0,5906521;0,4357784;0,4757408;0,444410905;0,430614295;0,3736374;0,624264275;0,4713571;0,4661064;0,52418695;0,49986505;0,8213379;0,40915395
"DOK3";0,8825405;0,87080045;0,5649017;0,60181585;0,8647833;0,8652381;0,8644735;0,8861888;0,8955588;0,73891565;0,8835558;0,8469099;0,8700159;0,8821195;0,8923863;0,88810755;0,89918035;0,87408415;0,5190323;0,878237;0,8963518;0,45242235;0,7127694;0,882835775;0,85058425;0,8739977;0,88025985;0,87605375;0,8774591;0,8838444
"DOK4";0,03329634;0,03281359;0,03368511;0,02303509;0,0291929;0,029375;0,02194135;0,02162783;0,02212756;0,03324132;0,02946981;0,03287881;0,05097638;0,0348887;0,03721034;0,0289823;0,01539855;0,03622568;0,02545156;0,03449402;0,02869232;0,02567141;0,0205527;0,025835865;0,02502366;0,024929;0,03311432;0,01801676;0,02897884;0,02017038
"DOK5";0,73837475;0,880797;0,8863755;0,8900786;0,40765785;0,6949685;0,8724359;0,89433055;0,7474241;0,7189782;0,59086215;0,6464094;0,7871405;0,30937827;0,87498885;0,239185405;0,6882913;0,87112285;0,50453725;0,25620417;0,3284181;0,50986275;0,52732285;0,875010625;0,85996675;0,61288785;0,6762156;0,5397639;0,76803465;0,8571694
"DOLPP1";0,17691937;0,460433435;0,300883605;0,374117155;0,080652175;0,471138875;0,065551675;0,479317095;0,47784531;0,1773046;0,49085683;0,44239216;0,20562546;0,367685225;0,284933625;0,48574029;0,24434927;0,472885495;0,21615173;0,122479275;0,25113563;0,040063225;0,310942015;0,3670413825;0,080901955;0,40886291;0,27218766;0,33029292;0,48793534;0,368567385
"DONSON";0,03062346;0,03235403;0,029158425;0,031106205;0,026708685;0,04205358;0,03147959;0,03012265;0,02755341;0,035483945;0,031612005;0,042431695;0,03696952;0,04030074;0,032198345;0,03864145;0,038483755;0,02578738;0,0289869;0,028529;0,02747865;0,036031705;0,040989065;0,0277411025;0,026195855;0,024591605;0,03100457;0,02767238;0,03564127;0,02877468
"DOPEY1";0,09009513;0,06736939;0,1116038;0,09384616;0,06173559;0,08673206;0,06829958;0,07590234;0,04651163;0,08080808;0,1250704;0,07409396;0,07207207;0,06721163;0,07306792;0,08077304;0,03582555;0,0875;0,09979633;0,05459318;0,04571729;0,09080326;0,085389;0,055243265;0,05919907;0,07497963;0,05733824;0,04125249;0,07530121;0,07453936
"DOPEY2";0,1360609;0,6717949;0,07891012;0,06677379;0,5790476;0,1451783;0,06334575;0,6771046;0,1716052;0,1329515;0,6171355;0,1352669;0,1783055;0,1489286;0,6977277;0,2843346;0,06815179;0,5345176;0,1196508;0,07616656;0,05880365;0,4286723;0,1025006;0,675771;0,09853783;0,5374753;0,1069457;0,1122474;0,697497;0,1193568
"DPAGT1";0,0386684;0,04823239;0,042014885;0,03569148;0,033012035;0,04628195;0,03428766;0,031584445;0,02644553;0,031690265;0,03741205;0,0392204;0,046579905;0,044755725;0,032981595;0,04065571;0,030654305;0,021891135;0,033474725;0,03033634;0,030377835;0,029200275;0,041092105;0,028228505;0,033539455;0,031167025;0,029494615;0,02091773;0,029343565;0,024451445
"DPCR1";0,4512465;0,6816446;0,4908899;0,52261135;0,2086174;0,52335705;0,4328914;0,61132175;0,4793874;0,4344191;0,6959623;0,18756766;0,5649756;0,56978565;0,6951272;0,28204655;0,257883535;0,39788385;0,45584805;0,4675065;0,200493505;0,4062818;0,40483665;0,71714435;0,4068209;0,5544799;0,3966835;0,42188945;0,7351859;0,5144444
"DPEP2";0,59218815;0,78238185;0,57631855;0,6679042;0,67032025;0,53126925;0,71093225;0,78640275;0,68868445;0,46729285;0,69464695;0,308356465;0,7270924;0,6663175;0,7484898;0,4841529;0,44875405;0,59814695;0,60865175;0,52325595;0,6763069;0,41225085;0,51484195;0,757515;0,6182617;0,61739555;0,56715525;0,37172685;0,783613;0,63735345
"DPEP3";0,92893045;0,93356225;0,8392497;0,90588365;0,9377361;0,9228814;0,92121805;0,9319499;0,9423508;0,85672885;0,90718055;0,8560336;0,92099465;0,80566945;0,92426545;0,7597043;0,72187655;0,923795;0,8737621;0,92198335;0,9258285;0,67525175;0,83310075;0,9376169;0,9310189;0,91185665;0,9184688;0,85608625;0,92902555;0,91309535
"DPF1";0,09210359;0,11887712;0,085984995;0,064559795;0,051782565;0,137055605;0,065750625;0,06710091;0,0552466;0,07853526;0,1700412;0,06943369;0,12963705;0,07797859;0,0706586;0,08001433;0,05545453;0,070523495;0,10462274;0,06099001;0,075385375;0,05568521;0,108682835;0,50881605;0,0960549;0,05614559;0,042312995;0,044424105;0,087349945;0,06261689
"DPF2";0,09626611;0,09239675;0,0879178;0,06702321;0,09829198;0,1110063;0,08800857;0,1077998;0,1002428;0,08561859;0,1121174;0,0910162;0,08274768;0,1123781;0,1254541;0,0810555;0,07791127;0,09008084;0,0978706;0,09314545;0,08140351;0,0859028;0,1126908;0,08522803;0,1067911;0,06718375;0,09409865;0,07765386;0,08616352;0,08509354
"DPH2";0,04344271;0,04251121;0,0354802;0,03184881;0,02908977;0,04425989;0,02264781;0,0324693;0,02908235;0,04151839;0,04533333;0,0383458;0,07263318;0,03054791;0,03329598;0,03511746;0,02958959;0,01728872;0,032825;0,02909253;0,02741228;0,03243594;0,04608113;0,025032965;0,04000383;0,03135831;0,03215279;0,02242787;0,025551;0,04357626
"DPH5";0,049348455;0,043445055;0,03367877;0,03021918;0,02709715;0,04569879;0,037085025;0,032130985;0,030009475;0,030339545;0,040755885;0,046535865;0,04517292;0,0370312;0,03831478;0,033059185;0,027941975;0,040562475;0,031344695;0,024336345;0,02897926;0,036069845;0,046210195;0,02767928;0,02902051;0,04276818;0,044462885;0,02467556;0,03869502;0,027826355
"DPM1";0,8787623;0,89965175;0,86311005;0,8152435;0,8166594;0,8770615;0,8696573;0,8992874;0,8770761;0,8741832;0,9031888;0,8652164;0,89524055;0,73024765;0,8837578;0,7311522;0,85555165;0,88710705;0,5818851;0,84292725;0,8657165;0,8550068;0,8167566;0,906335475;0,88326645;0,8616384;0,8930811;0,86626645;0,9209808;0,91088965
"DPM2";0,442630885;0,44466365;0,18419719;0,21582592;0,39403453;0,453281075;0,45234134;0,454550615;0,45763086;0,29831234;0,46438707;0,17565864;0,42196986;0,10413169;0,4469016;0,389152815;0,05511565;0,423746215;0,332729675;0,385093225;0,45262389;0,182983515;0,062614285;0,3886967875;0,45952869;0,06818154;0,18803337;0,450574335;0,46086105;0,384825725
"DPM3";0,03764066;0,052588805;0,04324416;0,02976559;0,035339815;0,04561015;0,033158075;0,037842025;0,02724392;0,048268485;0,04550556;0,04114158;0,051787585;0,04714915;0,03859737;0,048205985;0,028374285;0,037685815;0,0282541;0,028751415;0,029434535;0,03920764;0,045542175;0,031538615;0,028504695;0,034715865;0,03690354;0,018566075;0,03263159;0,03101778
"DPP3";0,024208715;0,02863788;0,022052115;0,014897575;0,01489744;0,03551094;0,02239615;0,020066695;0,015605715;0,01813712;0,03107641;0,02557058;0,027968025;0,027718785;0,0231051;0,022549985;0,01382803;0,01747213;0,020001345;0,02018763;0,020529755;0,017391605;0,03226224;0,0178283225;0,022447235;0,012087693;0,01693149;0,01199155;0,01677027;0,014957675
"DPP4";0,24909475;0,8462805;0,86472875;0,7608032;0,85429715;0,83815225;0,86794645;0,8563775;0,88562635;0,7067024;0,81951995;0,50757605;0,59637525;0,75303265;0,8191525;0,68279635;0,58467215;0,61196735;0,688567;0,5119132;0,272508575;0,3986059;0,6249752;0,8842638;0,86469985;0,51427895;0,7697691;0,41936695;0,85561705;0,61850815
"DPP6";0,49505525;0,4670198;0,47550931;0,363205125;0,145234125;0,3281511;0,240886405;0,46296125;0,26673859;0,23312909;0,3422223;0,087058925;0,46530395;0,14213852;0,48716995;0,09680274;0,100076275;0,377697805;0,1800721;0,62645075;0,0544379;0,27021047;0,21386816;0,4105660525;0,28065511;0,372695855;0,069093815;0,06655635;0,464384825;0,17007473
"DPP7";0,08610799;0,040015885;0,03627534;0,020902285;0,55834515;0,079370665;0,031352985;0,028081455;0,0230822;0,031635035;0,058371325;0,03137594;0,04348995;0,04054776;0,0430449;0,03551115;0,022234865;0,02343596;0,024396565;0,017931895;0,037470445;0,02736464;0,034826925;0,028839295;0,029978425;0,022131035;0,03069396;0,04443511;0,0370922;0,03089129
"DPP8";0,048887765;0,10094802;0,057013335;0,049194055;0,040756305;0,066755385;0,05640521;0,03620987;0,030670895;0,05397233;0,07867872;0,06981637;0,079182165;0,07044673;0,081357735;0,047532495;0,046992;0,06206734;0,047158645;0,035111805;0,039403155;0,049760505;0,03983462;0,072510395;0,05879683;0,04075997;0,04538837;0,02616504;0,09525224;0,030193455
"DPPA2";0,7359859;0,7827655;0,5403098;0,41029625;0,84334615;0,6179845;0,264792935;0,77416265;0,66297115;0,3125942;0,3429125;0,09810669;0,65531515;0,2796399;0,82379585;0,39230575;0,0527357;0,8613333;0,36513745;0,6711734;0,8350693;0,110442595;0,62089815;0,729882375;0,30618635;0,084053605;0,11802874;0,06171244;0,842597;0,091934765
"DPPA3";0,61288525;0,6169115;0,55774835;0,53315435;0,2844409;0,60706965;0,54301685;0,73333885;0,589965;0,50988985;0,5281244;0,2560421;0,59965485;0,54677965;0,65514015;0,48710635;0,19267465;0,6448691;0,39324365;0,63544915;0,381035;0,19090678;0,37125185;0,673973575;0,485447;0,47639205;0,3144114;0,24258155;0,6889097;0,5640783
"DPT";0,7185442;0,58566215;0,7704361;0,71252265;0,65817935;0,63985975;0,5225096;0,822049;0,529472;0,62540955;0,53002515;0,507838;0,6521852;0,773711;0,5464888;0,60895305;0,6767784;0,4449673;0,57566015;0,82943585;0,7491419;0,70788815;0,5801655;0,744851575;0,53421365;0,4927883;0,59784585;0,47258135;0,8457211;0,73811255
"DPY19L3";0,031624275;0,04672516;0,03192993;0,028570565;0,022010265;0,056627975;0,02500595;0,054289795;0,025287335;0,027923115;0,037760895;0,03593438;0,04032057;0,040301305;0,05329135;0,045129065;0,01544685;0,028760835;0,028194745;0,02214748;0,028680415;0,04208386;0,03934538;0,0234837875;0,035002235;0,029207335;0,027205275;0,019199695;0,14003814;0,024449325
"DPYD";0,064356335;0,04335424;0,038050785;0,03954559;0,02567065;0,339348975;0,040129245;0,0413708;0,316791035;0,03521928;0,03779298;0,030270305;0,54143375;0,0537923;0,8871377;0,050124835;0,04070773;0,55798605;0,051038555;0,02638317;0,36809232;0,03963646;0,04534176;0,915993925;0,042673895;0,03264556;0,03270136;0,02540137;0,10161731;0,90379975
"DPYS";0,87614525;0,9309305;0,8138488;0,9244336;0,94272635;0,896209;0,8497864;0,9145452;0,9139125;0,80483195;0,88301905;0,6091245;0,90243945;0,665816;0,9042631;0,27722285;0,30157925;0,929284;0,5434906;0,9288882;0,6188112;0,72877945;0,61376335;0,94039855;0,834695;0,606076;0,6398377;0,56057435;0,84325705;0,9168046
"DPYSL2";0,02455014;0,03271805;0,03385327;0,01826428;0,02123049;0,037629345;0,01773448;0,022630175;0,012487165;0,02407767;0,02272469;0,02911185;0,039671845;0,02305189;0,02592442;0,02387623;0,01327247;0,022610915;0,028822415;0,02090699;0,021666745;0,035897385;0,02467289;0,02114883;0,02269825;0,025966685;0,019688155;0,01376483;0,01747919;0,01791241
"DPYSL3";0,047090365;0,83777305;0,32120298;0,25043991;0,03935852;0,09901467;0,035958355;0,225072925;0,160748285;0,3421993;0,05694154;0,073015695;0,8431939;0,057767655;0,50842535;0,048198645;0,055472825;0,6431089;0,03730339;0,034601445;0,051794695;0,04583872;0,07084461;0,6948408;0,03868641;0,179438575;0,143830675;0,137150325;0,05548399;0,8177904
"DPYSL4";0,874428;0,89746105;0,883918;0,88366045;0,63957725;0,888812;0,8436452;0,2749547;0,8855176;0,8821891;0,87740345;0,87473425;0,8745299;0,36053485;0,86635215;0,8152296;0,195071225;0,8891255;0,64447415;0,7389822;0,72107495;0,8308523;0,8117845;0,8899642;0,75348905;0,7546418;0,90938235;0,7681704;0,4583354;0,88972505
"DPYSL5";0,4254117;0,956898;0,75739;0,50955392;0,30158518;0,95119475;0,63921555;0,82741085;0,9483588;0,78124065;0,96388375;0,9595023;0,95738605;0,377873055;0,9587361;0,6168402;0,40558016;0,9597401;0,75083885;0,329776395;0,76943625;0,94753765;0,6339305;0,966910625;0,62606285;0,9337403;0,48875303;0,37663345;0,5254128;0,96170795
"DQX1";0,88637595;0,9132096;0,56067165;0,50889583;0,90871495;0,88437075;0,9221227;0,9196434;0,9095595;0,82079175;0,89558275;0,7973524;0,88709565;0,9099237;0,89569455;0,91031725;0,516521505;0,87094695;0,59234355;0,7022664;0,64152775;0,8489544;0,7178099;0,7206115;0,91896385;0,91603115;0,9048646;0,89493795;0,7830467;0,90727805
"DR1";0,10033376;0,087938235;0,05874716;0,06825991;0,029321805;0,09609139;0,03943203;0,07623395;0,02279019;0,0482642;0,075896845;0,05803247;0,09292037;0,04314499;0,086105055;0,058538865;0,02867853;0,047948995;0,08086281;0,03487065;0,048885335;0,062037365;0,059817485;0,04775644;0,037800065;0,068526375;0,0519939;0,03136345;0,052485115;0,037824315
"DRAP1";0,04625474;0,04774119;0,03037546;0,03420365;0,03103051;0,057505795;0,03581393;0,027228915;0,026437755;0,0326878;0,118075815;0,125538;0,048588245;0,08464856;0,038722375;0,03838379;0,02871731;0,028709945;0,03573366;0,02715205;0,047665565;0,03814286;0,054139075;0,02862072;0,03362641;0,036825615;0,05245294;0,049588995;0,054653025;0,02855913
"DRD1";0,86693015;0,9038035;0,6286695;0,2965372;0,02978043;0,75536775;0,55846575;0,5648243;0,64819865;0,86841465;0,8649913;0,51728445;0,72324565;0,6041338;0,73116835;0,30169565;0,50454975;0,64452415;0,5062025;0,72490375;0,41598088;0,52047855;0,408379985;0,8955445;0,50728925;0,8442154;0,8229387;0,46617065;0,55529675;0,68982925
"DRD2";0,45399515;0,8455656;0,6196939;0,50936515;0,109464925;0,65201975;0,72126045;0,725907;0,55192555;0,77658545;0,6685841;0,39970355;0,74436905;0,51192995;0,67252545;0,43692415;0,50610585;0,72970375;0,77904705;0,5428614;0,4778315;0,61733225;0,46131245;0,750384225;0,7101407;0,307656;0,09359078;0,324145615;0,6652584;0,7604926
"DRD3";0,1639464;0,3747591;0,09400585;0,09089644;0,06396064;0,1284239;0,161149;0,1958444;0,2216761;0,2619128;0,08628267;0,2648978;0,1694996;0,152692;0,1559123;0,06507778;0,06782247;0,3325655;0,08893114;0,1671412;0,08313973;0,07984012;0,10528;0,094111795;0,1181857;0,06949101;0,03984463;0,05789129;0,1065561;0,08386277
"DRD4";0,936747;0,9350395;0,9372691;0,8896791;0,9130494;0,9159743;0,9508312;0,9570105;0,945172;0,9385359;0,9331307;0,9417475;0,9313976;0,9273987;0,9372652;0,9382557;0,6036475;0,9407531;0,9063728;0,9327363;0,9477684;0,9201928;0,8354574;0,94412705;0,9363372;0,8883222;0,9332779;0,947173;0,9390463;0,9164335
"DRD5";0,8727561;0,91729575;0,88424345;0,88973985;0,3799955;0,8425096;0,7940465;0,9121197;0,8945346;0,79394195;0,746757;0,64623255;0,8830291;0,64561495;0,88677375;0,1934292;0,5164645;0,86039665;0,55411465;0,9179479;0,60259895;0,8484776;0,9019375;0,9189248;0,77244535;0,84831335;0,6772293;0,5590668;0,93913615;0,5905328
"DRG1";0,02419143;0,037943165;0,0282158;0,02387335;0,018950165;0,04280116;0,027305785;0,0287431;0,030378515;0,020592295;0,027458455;0,025427805;0,027688245;0,02741054;0,02432132;0,03425571;0,01787538;0,020704035;0,02230333;0,02108595;0,027122045;0,02534644;0,029319835;0,022394465;0,02543765;0,018950915;0,01926388;0,01951748;0,052818765;0,0200109
"DRG2";0,034438;0,03913316;0,02716523;0,02433524;0,02150328;0,02967084;0,02043475;0,03425926;0,01659872;0,02232656;0,05556048;0,02898163;0,03370098;0,03056277;0,0341356;0,03993344;0,02047667;0,02297193;0,02703575;0,01729018;0,02581926;0,0299268;0,02327814;0,023772335;0,02825411;0,02569844;0,01887801;0,01304195;0,01964322;0,0306668
"DRP2";0,71625675;0,74674815;0,69063525;0,68984385;0,84457305;0,74783425;0,8471049;0,78381855;0,82689035;0,5844695;0,75328125;0,3411876;0,6979369;0,8145478;0,79959335;0,64296445;0,74086255;0,5946527;0,74941985;0,7791207;0,7997705;0,76484255;0,6448332;0,834683775;0,8222067;0,77097165;0,81814235;0,5959515;0,8319863;0,75142395
"DSC1";0,70820385;0,7847411;0,8286057;0,84081655;0,59547125;0,7873852;0,74854285;0,8463569;0,8263229;0,7977376;0,81544185;0,27174834;0,73141315;0,75016035;0,7348489;0,5356598;0,5044948;0,6693793;0,6432722;0,8385611;0,85639415;0,7610552;0,72228175;0,838719725;0,74198;0,76765555;0,6823573;0,53705415;0,7663794;0,8034375
"DSC2";0,05061375;0,04764922;0,04323945;0,03408129;0,3719541;0,04504593;0,05891657;0,02489788;0,02523278;0,02980644;0,05344911;0,02380203;0,0419969;0,03548729;0,03294656;0,03761569;0,01815353;0,6168737;0,03086605;0,02209762;0,02441162;0,05278492;0,03667812;0,020310835;0,03518943;0,04082498;0,02748236;0,01433915;0,8417966;0,02651395
"DSC3";0,108469105;0,913809;0,9060908;0,93566;0,55113375;0,916393;0,3428352;0,53449575;0,935688;0,6759607;0,9108331;0,15472675;0,91313465;0,07858263;0,9287192;0,54902755;0,1136482;0,91404105;0,175584565;0,20693585;0,025528555;0,02886975;0,16266554;0,920443175;0,3011351;0,03324958;0,06032632;0,083639985;0,9013752;0,92846285
"DSCAML1";0,4099455;0,8019212;0,68249455;0,8068402;0,13379656;0,5540454;0,32504183;0,7594413;0,48563945;0,3966289;0,48787425;0,332676975;0,62492855;0,38257377;0,6253329;0,4730534;0,30832531;0,6398022;0,297556935;0,372827085;0,3391029;0,43438895;0,262303845;0,641109625;0,27275133;0,361571385;0,39903785;0,17021877;0,396882425;0,4761969
"DSCR10";0,52654405;0,6263733;0,64497665;0,42589445;0,3211767;0,6072686;0,3342843;0,3712492;0,31562115;0,35720975;0,68988145;0,11967484;0,5218285;0,100283275;0,7639252;0,12366135;0,243773765;0,45715375;0,283084;0,5568717;0,2053065;0,32237675;0,2315946;0,71401635;0,2758657;0,72490105;0,32436665;0,08795582;0,76037855;0,52434095
"DSCR9";0,7348679;0,4865823;0,06469149;0,04146685;0,6421394;0,6175736;0,04405449;0,1758913;0,4413726;0,4859706;0,06466624;0,1878354;0,3190906;0,4548548;0,8383224;0,474553;0,2902587;0,8602908;0,1103547;0,2315723;0,07835531;0,196456;0,107982;0,8415171;0,04140706;0,07900544;0,0871231;0,1170933;0,8517609;0,05196451
"DSG1";0,2915653;0,3510969;0,1841975;0,51849495;0,4410483;0,5600477;0,39396005;0,75052165;0,4557037;0,44404705;0,65597465;0,1963434;0,4955736;0,73114245;0,3862709;0,20021715;0,22521755;0,1664518;0,3586613;0,56090195;0,5596229;0,48787945;0,24058225;0,744610225;0,42961465;0,64019275;0,54375225;0,3347337;0,7940316;0,3166919
"DSG2";0,2022416;0,2208169;0,05015569;0,059733935;0,049998735;0,055690215;0,205284235;0,043591425;0,03300467;0,14813317;0,07179881;0,05951617;0,074202965;0,058149785;0,054618645;0,138016555;0,03292364;0,037075515;0,166894245;0,04251492;0,061546305;0,066356555;0,05291449;0,1271217675;0,14211795;0,060558135;0,04947183;0,03310042;0,051865925;0,03119277
"DSG3";0,50791195;0,5052116;0,61034215;0,4914258;0,76160755;0,57286665;0,5861107;0,74498335;0,5512895;0,455808;0,51063635;0,48351145;0,4737667;0,60134555;0,4880929;0,47204733;0,62697575;0,5211631;0,53996895;0,49021465;0,44161945;0,44601955;0,47547355;0,7795295;0,4985965;0,41574015;0,4716975;0,5807845;0,79457855;0,7483221
"DSG4";0,40434445;0,4385586;0,69925685;0,6684877;0,73228155;0,65609995;0,64932815;0,7650946;0,7865285;0,6129249;0,66754205;0,5716669;0,6196489;0,7018264;0,56549285;0,5729501;0,2702315;0,19568545;0,5590402;0,73342935;0,62744425;0,5101886;0,54007745;0,735734525;0,64777035;0,5017756;0,7411561;0,6299245;0,70933395;0,622201
"DSP";0,02704817;0,057962365;0,026499855;0,02132253;0,19264727;0,05476259;0,022354675;0,026943495;0,01738501;0,025379285;0,15477638;0,016324575;0,047662185;0,030639525;0,03180315;0,032055435;0,018400195;0,54433055;0,02354424;0,02030141;0,025595035;0,02359416;0,028574245;0,074487065;0,02198376;0,057620655;0,01873178;0,016517995;0,171397685;0,02215963
"DST";0,43182151;0,6701185;0,33948475;0,84980205;0,327949555;0,377813245;0,440943405;0,223886575;0,25640924;0,71289385;0,45130786;0,37237975;0,28510762;0,2265016;0,23761085;0,5672908;0,4406897;0,48475735;0,42801435;0,29084;0,282680665;0,212214815;0,13343531;0,5240067;0,45175006;0,24703828;0,5382618;0,46700205;0,40503685;0,311667345
"DSTN";0,04996554;0,07111897;0,03672293;0,02828214;0,034806245;0,06908227;0,027558515;0,038045015;0,0322263;0,05741988;0,04999026;0,059676915;0,058731005;0,05483276;0,048484485;0,051565595;0,026195475;0,03871994;0,04574158;0,03015522;0,039116195;0,05483865;0,052891595;0,0394990925;0,03437879;0,06506306;0,036360095;0,020289993;0,035670585;0,02530246
"DTL";0,3030336;0,4699199;0,07749658;0,09079626;0,08085259;0,2904913;0,1402011;0,783736;0,11722522;0,18346425;0,2010043;0,15550805;0,28096165;0,57103165;0,2381767;0,4848301;0,17770615;0,14173005;0,12955914;0,07529852;0,085899355;0,0704709;0,1254618;0,5755349;0,075294095;0,14791105;0,1147357;0,067350735;0,46640995;0,30041045
"DTNA";0,070284165;0,8274546;0,7756526;0,719607;0,05064961;0,37382765;0,08254322;0,74283215;0,7103811;0,7258682;0,4445724;0,20889275;0,7723728;0,09119347;0,7859927;0,13405119;0,047068665;0,75631155;0,068641965;0,056912545;0,228298175;0,31448527;0,085885995;0,7992163;0,081264615;0,05955563;0,10391262;0,04285189;0,71848635;0,58695945
"DTNB";0,29956436;0,31812342;0,052938195;0,053605605;0,293331765;0,26235127;0,131292155;0,35623351;0,30059431;0,112970655;0,251183705;0,081633445;0,19695905;0,09035854;0,160925115;0,446012845;0,074865745;0,34252468;0,308685735;0,056190265;0,272967595;0,0607496;0,12048661;0,3930887975;0,11584991;0,05497787;0,158996;0,11579938;0,18019952;0,259505915
"DTNBP1";0,72570835;0,6191022;0,51487585;0,87734375;0,8687373;0,7006808;0,74043815;0,883376;0,839739;0,45821535;0,6503432;0,4238832;0,8206353;0,8201629;0,8237697;0,57990205;0,84894665;0,755018;0,81920425;0,87657435;0,85847375;0,8604386;0,75779515;0,869447125;0,72402535;0,4743316;0,4680912;0,46463145;0,87249135;0,69301625
"DTWD1";0,052018515;0,039612835;0,04166867;0,03024333;0,026029805;0,07714331;0,021983135;0,037886705;0,02914638;0,02914624;0,05365;0,045108865;0,05906397;0,043429005;0,04549135;0,03304766;0,02200612;0,040036215;0,044942845;0,02100648;0,031631175;0,025370475;0,07117249;0,0282076325;0,029780745;0,047977725;0,03235014;0,01939832;0,028128715;0,024744515
"DTX1";0,9337366;0,9504523;0,9370177;0,7825627;0,3482544;0,8990134;0,9634974;0,974519;0,8629275;0,6079389;0,8621438;0,7484345;0,9020914;0,8989683;0,9645084;0,4918056;0,1684171;0,9483786;0,8757532;0,9658948;0,544929;0,7343299;0,4448612;0,95566145;0,9604264;0,9221247;0,7395844;0,4641866;0,9753097;0,9201767
"DTX3L";0,0808783;0,07861405;0,07027499;0,05520601;0,4571574;0,1038946;0,06671172;0,09401898;0,03955731;0,0654223;0,07896601;0,06275939;0,08669592;0,06699673;0,0805053;0,06744335;0,06317627;0,06926508;0,07251082;0,05881763;0,06645196;0,06516876;0,08240171;0,06903653;0,06998137;0,06696652;0,06884328;0,05169753;0,06198831;0,05290228
"DUOX2";0,7011936;0,5667463;0,4491754;0,5130885;0,6262268;0,7438952;0,4703816;0,7472936;0,709488;0,3488105;0,6605515;0,1084954;0,7255307;0,6633118;0,3937154;0,2673512;0,6738608;0,4101596;0,6480378;0,7125523;0,3307628;0,6613077;0,7224053;0,76789075;0,5998043;0,7290468;0,7208319;0,1021269;0,7971205;0,2488216
"DUS4L";0,4842797;0,4838514;0,1150722;0,3370056;0,7063395;0,8146979;0,7532159;0,8332918;0,4510123;0,1850495;0,1542219;0,332981;0,4594964;0,5157177;0,05627907;0,4268987;0,533811;0,2229701;0,1238907;0,40625;0,4898295;0,07741936;0,2525499;0,34729;0,6342602;0,4631285;0,2744734;0,04976041;0,8787481;0,4040887
"DUSP1";0,03530312;0,0616659;0,0342313885714286;0,05450708;0,0815963242857143;0,05746902;0,0370767828571429;0,106979818571429;0,0398029371428571;0,0346462128571429;0,0672639128571429;0,0324058257142857;0,0611672342857143;0,0514175685714286;0,0378321;0,14599283;0,093203;0,0705719814285714;0,0357730085714286;0,0407000285714286;0,03647603;0,0374865514285714;0,0487541257142857;0,152995058571429;0,0332275028571429;0,0285269342857143;0,0277676571428571;0,059198152;0,128965548857143;0,05958511
