X17753;X17754;X17755;X17756;X17757;X17758;X17760;X17761;X17762;X17763;X17764;X17765;X17766;X17767;X17768;X17769;X17770;X17771;X17772;X17773;X17774;X17775;X17776;X17777;X17778
C16orf34;0.075946965;0.109256114;0.081318823;0.098991714;0.10390745;0.101816956;0.172658193;0.085151589;0.065094815;0.090621525;0.096275623;0.096657388;0.053782236;0.074974303;0.069511501;0.076688422;0.04885104;0.076561167;0.078494386;0.054156778;0.073278932;0.089271461;0.07660257;0.127395701;0.04637457
C16orf44;0.050557704;0.040192488;0.03962531;0.059462969;0.040525806;0.049905603;0.068926961;0.03958635;0.046418507;0.041108399;0.059573003;0.063116709;0.040171005;0.038724369;0.049128712;0.03132871;0.033238461;0.040782865;0.062852766;0.033058538;0.031059157;0.036493737;0.037322798;0.032845037;0.036544422
C16orf45;0.743354656;0.84333868;0.896822734;0.87797009;0.829276317;0.85803324;0.729919267;0.827032439;0.678980023;0.818742657;0.759126861;0.827070193;0.77381388;0.885101752;0.793820664;0.860417803;0.693629141;0.716049965;0.687713432;0.718980789;0.849662026;0.820744628;0.497454798;0.802701013;0.873450692
C16orf46;0.033421278;0.034696488;0.029634974;0.041342944;0.037212945;0.036874326;0.044190175;0.034382238;0.033283505;0.03102243;0.035763127;0.035226281;0.02925889;0.030555377;0.03183439;0.027590019;0.023313257;0.024293574;0.026633556;0.029207313;0.026091346;0.026290258;0.033891441;0.028823113;0.023550644
C16orf48;0.351626048;0.444223753;0.03671575;0.072289088;0.479077663;0.665917252;0.080940174;0.554770474;0.047276053;0.029785942;0.064552843;0.11086879;0.229989802;0.108406158;0.034800435;0.193296158;0.090182755;0.285573404;0.024442803;0.050889154;0.294788526;0.098534087;0.038775953;0.032698869;0.20628777
C16orf53;0.037701769;0.039293865;0.032760692;0.026702134;0.027604233;0.031858853;0.040325456;0.036882701;0.032842456;0.029973194;0.036003381;0.032912601;0.027429074;0.028353318;0.025779038;0.027303898;0.028241575;0.033287506;0.027212599;0.029711899;0.027287798;0.028705395;0.025525363;0.030795287;0.034704324
C16orf54;0.660423024;0.493002004;0.539693848;0.592416986;0.807910517;0.828799789;0.863287229;0.740461298;0.394776355;0.707758753;0.700472585;0.664583989;0.577072507;0.734492151;0.629889839;0.767765453;0.795604109;0.896686909;0.790067397;0.780723661;0.739121789;0.601778679;0.872825709;0.703478518;0.825900813
C16orf55;0.02342401;0.026561093;0.025239471;0.025431403;0.028561898;0.021913797;0.034146575;0.018391362;0.022799832;0.026295806;0.026672261;0.025565268;0.023230582;0.018772428;0.021182567;0.025857228;0.022114318;0.019698914;0.029362904;0.018530124;0.023439164;0.023719481;0.018478751;0.019491186;0.023314189
C16orf57;0.026590706;0.034466903;0.025255965;0.024069132;0.028212166;0.026859237;0.027877514;0.030860434;0.040625023;0.019929018;0.032873054;0.034181074;0.02382072;0.016584168;0.023460569;0.024451833;0.023081619;0.027323838;0.027081529;0.021410265;0.023764085;0.024419355;0.028279678;0.022080324;0.025178177
C16orf60;0.034739379;0.031610747;0.015405198;0.032341851;0.01650065;0.028616668;0.02958434;0.028320683;0.023339026;0.021591653;0.020143317;0.032362258;0.021440299;0.020615708;0.014287766;0.014062066;0.022100606;0.014836283;0.036883012;0.021369392;0.012331009;0.016172755;0.014520536;0.020050891;0.022792352
C16orf61;0.141643517;0.047427297;0.092026838;0.134844428;0.102822957;0.045755758;0.152246507;0.113527772;0.065548052;0.079498828;0.118305322;0.073221889;0.11407648;0.110692796;0.025343658;0.04188397;0.038639095;0.035895955;0.122351541;0.06567201;0.049334614;0.028658741;0.03018414;0.090461413;0.093042343
C16orf63;0.027979854;0.03907086;0.031868257;0.02458389;0.032175364;0.028162753;0.048540099;0.027457463;0.032936815;0.025250567;0.033679692;0.030372236;0.025308827;0.026353556;0.036677038;0.026026877;0.02494022;0.025011439;0.020645376;0.024107241;0.01776679;0.021254386;0.025927649;0.029536105;0.024092399
C16orf9;0.035380678;0.038503456;0.042322784;0.039232111;0.045382826;0.023205639;0.035570287;0.045630907;0.020485735;0.040167128;0.041658136;0.031662008;0.037192477;0.024477535;0.018103188;0.024872462;0.018580543;0.016293158;0.04240801;0.029084034;0.026436921;0.038485584;0.030119683;0.029310153;0.02437739
C17orf32;0.102302569;0.076505035;0.052891977;0.079944893;0.104911561;0.074777895;0.12535638;0.09508717;0.091861704;0.080133819;0.096075424;0.122782899;0.074242206;0.044382129;0.071235925;0.099062964;0.067746989;0.078627651;0.088198918;0.077673859;0.090665182;0.092420985;0.105272853;0.062227537;0.100284089
C17orf40;0.099342755;0.045010092;0.025077234;0.034367797;0.037876376;0.035469617;0.053652078;0.031269369;0.019484917;0.029076294;0.054907382;0.104364283;0.03246069;0.043686726;0.026452415;0.018600276;0.022414274;0.022966946;0.057462832;0.030117045;0.022451729;0.02052067;0.021300255;0.027309131;0.025969971
C17orf45;0.025342081;0.033540815;0.004112262;0.012369094;0.010450851;0.016992427;0.041172931;0.021163248;0.0128577;0.016379567;0.017264445;0.011719862;0.019128673;0.012408832;0.006048929;0.007592214;0.009450529;0.00737117;0.022871327;0.012175786;0.005074216;0.007450024;0.008483121;0.008426635;0.011289229
C17orf48;0.033471911;0.039961998;0.032725835;0.028592448;0.040089095;0.035609004;0.034115504;0.037522873;0.039298871;0.034912027;0.029312802;0.045859904;0.030226757;0.026564344;0.030260949;0.038076604;0.029872013;0.033422833;0.031724993;0.030965407;0.030901087;0.033897553;0.029110233;0.02580283;0.02999189
C17orf57;0.284596367;0.080452361;0.051908599;0.096778833;0.781286124;0.377682163;0.11147855;0.067977656;0.571880999;0.071213388;0.087881475;0.607992811;0.077043321;0.156841279;0.093369363;0.471032199;0.753677876;0.276981048;0.089643707;0.069740501;0.203910007;0.214694866;0.034427915;0.24618738;0.282677912
C17orf59;0.062686136;0.062802833;0.049582303;0.041488584;0.055291279;0.077144135;0.070625816;0.047890012;0.056098476;0.052722531;0.057505631;0.069162912;0.042384851;0.036726269;0.041592498;0.055578458;0.055279434;0.039844346;0.042255712;0.047255486;0.042147533;0.038301958;0.062746171;0.061725258;0.049234105
C17orf61;0.076954698;0.042148411;0.03048529;0.013662766;0.026822738;0.070641868;0.124626313;0.021387084;0.087075446;0.037177769;0.060660349;0.027218759;0.058220844;0.020431958;0.020476307;0.019845837;0.015467193;0.008827349;0.031825752;0.011423387;0.013128598;0.010943252;0.012231277;0.013757918;0.015201593
C17orf62;0.071481815;0.078005134;0.056585475;0.091980786;0.055243614;0.068576112;0.134962253;0.092059334;0.074725601;0.061591611;0.098446235;0.087234689;0.072539463;0.043573413;0.060800242;0.063938251;0.065075443;0.113181285;0.087476662;0.062145478;0.050662138;0.066656475;0.061970569;0.061362535;0.068974717
C17orf71;0.028934231;0.027589135;0.031829015;0.024376544;0.033890145;0.023104117;0.028840962;0.027998005;0.022655076;0.026828068;0.030407314;0.032016238;0.024723318;0.021915088;0.023812301;0.013312413;0.016218496;0.012507268;0.029347972;0.025640091;0.019402072;0.022940152;0.01826194;0.018604242;0.022600102
C17orf73;0.310298907;0.477054492;0.311843513;0.502158498;0.564287982;0.227294399;0.227201593;0.391837603;0.221138374;0.389262084;0.447019219;0.436042083;0.623426179;0.745433158;0.423774548;0.288592631;0.314939626;0.188045327;0.232507963;0.476998338;0.285667044;0.491862061;0.454296635;0.34876551;0.234770799
C17orf79;0.087123838;0.119972231;0.047104342;0.159574853;0.068391448;0.14400025;0.072975181;0.057550336;0.042422219;0.073653851;0.088380767;0.119797004;0.094928791;0.061566297;0.103727748;0.06021629;0.07144016;0.150196705;0.062955559;0.101414045;0.049994689;0.068191445;0.019211861;0.072307527;0.053241005
C17orf80;0.052849446;0.055596402;0.053217246;0.069043649;0.055094005;0.060224769;0.101861791;0.076964045;0.060534443;0.070914101;0.075842097;0.094687072;0.056115317;0.04982798;0.063103204;0.062739334;0.052643732;0.076275745;0.065111721;0.060445216;0.072212953;0.077951214;0.052375932;0.069671473;0.061337613
C17orf81;0.045715279;0.05834921;0.029148137;0.041399647;0.031087664;0.065594778;0.071402208;0.037675922;0.015887535;0.030140551;0.048784858;0.043798147;0.03788745;0.059587777;0.018043514;0.016249845;0.014049725;0.044705599;0.033151529;0.034711025;0.014433468;0.028080485;0.018109307;0.021341669;0.021891518
C18orf1;0.083338074;0.058161172;0.091359973;0.139171239;0.079987738;0.07289173;0.134995618;0.058030047;0.064655077;0.078666172;0.078080422;0.171478224;0.089944787;0.046237939;0.035052899;0.037545675;0.036299782;0.041878066;0.112466502;0.070910686;0.33166594;0.078800259;0.066736985;0.052005932;0.064526907
C18orf10;0.01802651;0.026511213;0.020092552;0.028669778;0.023311261;0.027187517;0.022683865;0.025082752;0.019158384;0.017702428;0.023955243;0.022440618;0.017254802;0.01922778;0.015496868;0.019172778;0.014941144;0.016924266;0.014931587;0.018152574;0.017907468;0.016676838;0.020007326;0.019231895;0.017384675
C18orf14;0.79203215;0.776968975;0.598912926;0.783719779;0.843173462;0.823906763;0.783512622;0.813128075;0.798592128;0.744267918;0.81911389;0.811811976;0.696536395;0.751077086;0.670214932;0.486285016;0.735443666;0.878925725;0.829433964;0.823077826;0.80374097;0.741397392;0.427812338;0.74770029;0.497902719
C18orf19;0.059970083;0.061073741;0.051083164;0.060275582;0.057670489;0.07531711;0.061128458;0.055243131;0.058231134;0.052582534;0.063669179;0.06380861;0.05991847;0.062547903;0.05035534;0.065053002;0.047859775;0.075654268;0.052255789;0.052228911;0.054881431;0.048263697;0.06175858;0.062798412;0.06712111
C18orf21;0.018439695;0.009266971;0.01218037;0.011465384;0.015085877;0.016240921;0.015576761;0.011527317;0.013329373;0.012608701;0.01792993;0.011686569;0.014153512;0.015942269;0.00789559;0.009753782;0.007175228;0.006433582;0.012262693;0.011814967;0.006511261;0.006392342;0.005706665;0.00746734;0.014931521
C18orf24;0.033011554;0.031976052;0.028245459;0.026845529;0.03604296;0.031857771;0.033605863;0.040268342;0.033223493;0.041253899;0.03391498;0.04862361;0.026659229;0.025463015;0.033683934;0.034372031;0.031009815;0.037064688;0.040582062;0.032962046;0.031931939;0.029382844;0.036161657;0.029895306;0.038532128
C18orf34;0.43214586;0.48402892;0.117424834;0.140100659;0.663799002;0.714438579;0.734701934;0.668348297;0.580589871;0.544827693;0.12111432;0.476885577;0.283171233;0.490742554;0.101707848;0.515525767;0.64298726;0.836454215;0.616051619;0.10335129;0.334844649;0.291210726;0.723662155;0.531487989;0.054712326
C18orf37;0.061247168;0.063568406;0.06248523;0.061189138;0.06642614;0.100296194;0.07831561;0.072498231;0.053213554;0.067108189;0.083362572;0.091714722;0.058730801;0.067600373;0.078456338;0.102785282;0.062825263;0.103627215;0.125584683;0.056145389;0.055802253;0.082505806;0.096864231;0.090132326;0.083506112
C18orf45;0.059481774;0.056169874;0.060904355;0.091467352;0.07351136;0.093239961;0.11503873;0.076230854;0.045878086;0.110618643;0.130053918;0.112463153;0.03261845;0.095673273;0.066673402;0.057507954;0.087647179;0.149181205;0.104482005;0.096050552;0.07193254;0.0775712;0.100220875;0.087496973;0.108397318
C18orf54;0.02736369;0.03304742;0.021230294;0.022497834;0.029723927;0.026699958;0.021096561;0.027089447;0.025313817;0.020765447;0.028518698;0.028947545;0.036360221;0.031942347;0.016284849;0.019691426;0.01845093;0.037146421;0.037219022;0.029547347;0.034213601;0.022111614;0.014985045;0.016988271;0.051459072
C19orf10;0.048398564;0.047870133;0.045679264;0.041410917;0.044908452;0.04510279;0.048227724;0.048286884;0.043906133;0.039791865;0.043634453;0.053235436;0.044126883;0.043507081;0.041456271;0.034827246;0.03958672;0.038366145;0.049375258;0.0484547;0.034090609;0.044446361;0.046946289;0.03588641;0.049743788
C19orf15;0.032318126;0.044037342;0.023392591;0.019031887;0.028582217;0.037194233;0.038777174;0.015763406;0.012129425;0.026212799;0.026371976;0.023757271;0.029996001;0.020079103;0.014935539;0.019154323;0.007005916;0.011792565;0.051416123;0.025884444;0.021341825;0.021719836;0.009670059;0.008525237;0.031088114
C19orf19;0.519692741;0.673828595;0.340330506;0.668498472;0.324648062;0.490637283;0.727638193;0.636605651;0.539750522;0.410711875;0.72318434;0.645266897;0.504302651;0.34795736;0.568185814;0.414706773;0.438318867;0.147638012;0.288952967;0.497064311;0.586162605;0.586182102;0.268015016;0.677924812;0.692908479
C19orf2;0.288195469;0.274439727;0.239624238;0.280592504;0.29088535;0.302267535;0.313403947;0.293814194;0.292425011;0.288911325;0.293875946;0.301172597;0.233829139;0.30852946;0.241845115;0.334181198;0.27310785;0.323434821;0.249053166;0.333029252;0.313760137;0.319898189;0.205639852;0.247293348;0.307286365
C19orf21;0.245407565;0.426057474;0.127298437;0.356827978;0.130237183;0.1332287;0.191209717;0.140683523;0.04341436;0.262160728;0.230213704;0.364691127;0.32091487;0.234177147;0.225774406;0.134374225;0.088836931;0.050992832;0.154789338;0.254403736;0.176142945;0.365307089;0.078013227;0.26226885;0.180906828
C19orf22;0.06225549;0.042176001;0.032926117;0.051563;0.032357926;0.047641906;0.071290087;0.034647555;0.022648462;0.071387091;0.074540152;0.064950703;0.041099049;0.0215408;0.024148508;0.047108051;0.0357754;0.029703232;0.056785635;0.046459781;0.032377772;0.047511568;0.041690681;0.042728921;0.04560433
C19orf24;0.378179691;0.502443778;0.140779251;0.369821352;0.252822316;0.870325341;0.394892756;0.156883814;0.513028185;0.633879968;0.558073223;0.715638882;0.464720155;0.851829897;0.719084724;0.542238724;0.867901526;0.895927501;0.739870681;0.7266609;0.185364932;0.619660331;0.17715935;0.727680981;0.739216433
C19orf26;0.056369304;0.033140972;0.076288522;0.047369152;0.071476961;0.053568705;0.262208414;0.077116339;0.148860209;0.039730016;0.046857396;0.059175911;0.036858564;0.034236856;0.051669852;0.02433752;0.048034914;0.044947682;0.032295841;0.039195636;0.048089096;0.030924411;0.050436565;0.036424414;0.039585842
C19orf30;0.236641212;0.32738724;0.619922794;0.581858814;0.625520465;0.560121837;0.1509054;0.563176818;0.69342581;0.344802185;0.386712801;0.23250158;0.360822277;0.376322255;0.328489148;0.24842574;0.275094179;0.767528242;0.532184042;0.371603955;0.310017197;0.297377651;0.389357594;0.353086098;0.288792299
C19orf33;0.423816736;0.512649539;0.333312656;0.514572615;0.333130557;0.332775348;0.288249365;0.315937313;0.183259551;0.540239372;0.504691396;0.491099077;0.573439722;0.367693046;0.488995236;0.338237787;0.288807071;0.112684534;0.376719658;0.391904872;0.399593502;0.553559099;0.283667563;0.536710622;0.370856168
C19orf35;0.526815038;0.561672795;0.748973555;0.713294832;0.733233795;0.801517644;0.674903052;0.341677153;0.426461343;0.557152527;0.641731348;0.639381513;0.647974221;0.697421204;0.599565878;0.758032311;0.701863261;0.421755507;0.717818663;0.409625315;0.675759344;0.526970806;0.660041909;0.543401175;0.281658333
C19orf37;0.043114891;0.057551504;0.040691028;0.049012316;0.048899817;0.064554809;0.077850907;0.047157;0.04217495;0.041633771;0.055297387;0.04654729;0.035621634;0.069621309;0.041337574;0.042895719;0.043448755;0.05894433;0.053503496;0.042612668;0.039338569;0.051301434;0.043876263;0.04347396;0.033251809
C19orf4;0.406111386;0.277667564;0.789055514;0.405094551;0.741012808;0.592637943;0.674346854;0.427267595;0.573882241;0.248163154;0.154446851;0.45944053;0.362065699;0.75490552;0.343656485;0.6137173;0.71800089;0.874384101;0.616129154;0.328350068;0.53023344;0.20525654;0.624913574;0.262521534;0.087968943
C1D;0.034236469;0.028656956;0.032901862;0.030308397;0.041686442;0.030246204;0.043777009;0.043625911;0.035589618;0.03123604;0.03249214;0.041999995;0.031325518;0.026672461;0.030896419;0.026619913;0.028872311;0.034516355;0.026610886;0.032598468;0.029882618;0.028613318;0.02971581;0.021786508;0.031458942
C1GALT1;0.906298007;0.882740773;0.892567699;0.872748442;0.90220537;0.892740923;0.890152937;0.858750708;0.891270884;0.890923284;0.879388065;0.880222994;0.90358468;0.881513331;0.884994401;0.889341059;0.903904672;0.909979822;0.901113608;0.895740562;0.904310562;0.907074489;0.925908403;0.897312304;0.900734628
C1GALT1C1;0.566577469;0.028116152;0.0542551;0.599651127;0.659160356;0.027721849;0.010951761;0.009085661;0.005274627;0.345471555;0.022616859;0.014362147;0.0115856;0.349955409;0.586840265;0.004667672;0.005448167;0.536098418;0.021040627;0.650665331;0.448807776;0.01309462;0.005886105;0.556781193;0.009003269
C1orf101;0.036808892;0.039869728;0.036738348;0.070175502;0.046979543;0.037569371;0.046962084;0.044766989;0.038500627;0.043490117;0.038738361;0.046548159;0.026471511;0.039734067;0.033042885;0.030756363;0.023258871;0.033708776;0.041603112;0.03933694;0.517084566;0.027472683;0.037043017;0.029435766;0.038448189
C1orf102;0.037836743;0.043270685;0.035450594;0.031796366;0.040042279;0.039386399;0.052576727;0.044467091;0.042993398;0.04826902;0.049465923;0.053969758;0.033466418;0.03176191;0.036460518;0.042771362;0.03470614;0.040491146;0.035934924;0.043962748;0.027316891;0.043996887;0.044518504;0.072134516;0.040955623
C1orf104;0.241495429;0.283975694;0.138011127;0.242698285;0.086306698;0.275809484;0.165207886;0.080020632;0.05024756;0.129370442;0.181248899;0.240899123;0.23511258;0.35456787;0.198040032;0.551765763;0.236000404;0.043582599;0.119721004;0.188435451;0.260682326;0.265706234;0.052944677;0.14185007;0.135118307
C1orf106;0.110872979;0.090094556;0.057767552;0.128078656;0.091634121;0.063468121;0.106559729;0.090895093;0.066593632;0.077868745;0.099707647;0.082307322;0.138644602;0.110520603;0.084868027;0.088815863;0.081298627;0.067339495;0.066062451;0.096654399;0.120687495;0.221986428;0.076860169;0.103895455;0.085479561
C1orf107;0.127959091;0.108413558;0.106833624;0.127565497;0.124439561;0.125954735;0.179451638;0.116221919;0.137899566;0.179628689;0.16303094;0.225949675;0.098390325;0.085089155;0.115759537;0.14457067;0.212703196;0.12216435;0.123801268;0.087539996;0.111800591;0.16782994;0.112488185;0.121974868;0.163521825
C1orf108;0.031928042;0.02986218;0.029716034;0.0385555;0.041714028;0.039685869;0.040938728;0.043575923;0.032484238;0.037403272;0.048996113;0.048595502;0.031276929;0.03612861;0.030502039;0.031761156;0.028122126;0.029571597;0.044004344;0.044089067;0.031700226;0.031471376;0.024813134;0.036422451;0.027328103
