"";"CACO2";"CO115";"COLO201";"COLO205";"COLO320";"DLD1";"HCC2998";"HCT116";"HCT15";"HT29";"IS1";"IS2";"KM12";"LIM1215";"LIM2405";"LOVO";"LS174T";"RKO";"RW2982";"RW7213";"SKCO1";"SW1116";"SW403";"SW48";"SW620";"SW837";"SW948";"T84";"TC71";"VACO5"
"RAB4A";8,512329125;8,418926199;8,501729233;9,23542573;8,684127898;8,880229084;8,137948413;8,056201668;8,814230235;8,512501759;7,823601452;8,566300941;8,260460109;9,407790289;7,155994875;7,672816469;8,55738629;8,045840898;7,332315717;7,452692231;8,332122513;6,823737603;8,060299148;7,57602221;7,882977717;7,716435861;7,4986272;7,982773006;8,746319647;8,191778844
"RAB4B";7,695456926;7,297001799;8,240508723;7,863396368;7,0048096;7,615593598;7,666066004;7,514507611;7,616896881;7,968014261;7,337585257;7,488463542;6,884190715;7,736231023;6,731958945;7,210781146;7,592487024;7,085319455;7,234697413;7,402954369;7,56267139;8,188516712;8,037199876;7,228568577;7,48178753;7,662414628;8,361107787;7,515096297;7,474060999;7,307606357
"RAB5A";7,272787246;7,430974101;5,992631441;6,359171937;7,203427582;8,064054003;6,778400123;5,917499822;7,528040967;5,99912035;6,941911894;6,71563886;7,599936054;7,114878466;6,989839181;6,219622985;6,388752619;6,866866123;6,433418022;6,101399538;6,816254888;5,989449626;5,391774592;6,195218804;6,355645045;6,088070185;5,713715609;6,189666047;7,294085928;6,50989055
"RAB5B";8,234022377;7,474755902;7,92807861;7,960714365;7,375985466;7,682792179;7,966431874;7,316639528;7,707583566;7,918540941;7,545966975;8,33961886;7,073138089;8,054006573;7,559228748;7,718181041;8,109066171;7,359340264;7,634200939;7,543207117;7,793689137;8,036713353;8,039921316;7,77347718;7,924882117;7,570322606;8,058595906;8,10767949;8,21877129;7,304756706
"RAB5C";8,685382426;8,58498056;8,643408952;8,590318269;8,555246696;8,758427101;8,587499238;7,983853352;8,664046463;8,34883461;8,284115157;8,359333757;8,582164378;8,677442204;8,673617518;8,235492995;8,64170611;8,620594158;8,394488618;8,195266546;8,369411613;7,757687751;7,973576485;7,857872298;8,223650141;8,560023272;8,029881695;8,695255597;8,301164725;8,441848242
"RAB6A";11,10779751;10,16753806;10,79649757;10,8418142;9,983371179;9,788533917;10,35754903;10,15692987;10,05890818;10,66840558;10,26100062;10,38962625;10,43796162;10,46461801;10,51841125;10,18424916;10,12314298;9,711682273;11,41253196;10,29152475;10,52405876;10,46763553;10,30082337;10,49516804;10,73403544;10,15727314;10,38294635;10,62792418;9,890736851;10,43030703
"RAB6B";5,179079477;4,55106962;4,349624195;4,299267614;4,76063535;5,511836068;4,358725181;5,879558344;5,049490063;4,315213401;6,968131194;5,438901524;4,451416594;4,448906403;5,644208135;5,316115146;4,31299501;4,280238262;4,403180821;5,416470825;4,201377461;4,267328908;6,387809936;4,086739504;4,409995119;5,125215392;5,73516478;4,212437441;5,351309305;4,52889029
"RAB8A";9,799780411;10,29437875;10,12246317;10,2402787;9,402182432;9,952398753;9,925357309;9,941954092;10,48827594;9,4115051;10,04527292;9,982038705;9,931175427;10,09180799;9,960352616;9,416595315;10,03798095;9,641274578;10,14447786;9,225177898;9,533150774;9,858051662;9,481721125;9,145446456;9,943466906;9,17731484;10,018841;9,873415075;9,718330322;9,822210572
"RAB8B";6,157867347;5,500094213;4,252386101;4,676048073;6,581907716;7,318692038;4,553222158;4,559606525;5,557014516;4,129987504;4,454029585;4,564424801;5,507562823;4,968228529;5,113198949;4,299876892;4,532610764;6,288880447;4,28629542;4,331154401;4,152878679;4,138615296;4,296453224;4,295247066;4,359203019;4,573100102;3,874656677;4,262913136;4,946220487;5,068771694
"RAB9A";9,229780732;8,882365883;9,28110256;9,349951873;9,304954981;9,285590344;8,228988989;8,841618184;9,080005934;8,047288102;8,766981046;8,657270246;8,763306764;8,74615304;8,710597576;8,536668445;8,386675192;8,746769687;8,62515563;9,101750084;8,898189221;8,826744459;8,868316434;8,338448226;8,980003973;8,65306189;8,306018641;9,37784673;9,48819773;8,367537473
"RAB9B";5,78111743;4,61261561;5,406596149;5,173225249;4,470517748;5,698479295;4,743382396;4,651957027;4,812960271;4,568639999;5,250743572;4,784803363;4,660157055;4,464936245;5,777083973;4,682871652;4,567147433;5,254347286;4,686047295;4,819884149;4,660270329;5,140031707;5,582348553;5,224949241;5,112038541;4,613277209;4,803970325;4,723898834;5,271642503;4,682507283
"RABEP1";7,315137257;7,768525442;8,216012175;8,404587685;8,833372761;8,510727942;7,736308345;8,482893306;8,265466093;8,374726704;8,549514967;8,51006265;8,916156344;8,043761618;8,685289785;8,361269919;7,960864033;8,644375007;8,316917296;7,85805895;7,771254119;5,86521972;6,400108644;8,268069541;8,299506737;7,142082265;7,541101158;8,359593853;9,334270118;9,291535662
"RABEPK";8,453049824;9,745736685;9,034389346;9,285645423;10,24118218;8,461442914;8,772560416;9,446392473;8,692409165;8,750759627;8,699454149;8,561951497;9,388401733;8,272661862;9,329689094;9,050546311;9,022327554;9,75730777;9,119243375;8,712556317;8,163119005;8,810564502;8,644735351;8,32040141;9,309109459;9,462355109;9,042530055;9,041341162;8,899843359;9,343900799
"RABGAP1";8,529268212;7,930304506;8,944959083;9,045517558;8,451038812;9,161685538;8,496398361;7,76531276;8,54302509;9,397024321;8,718155227;9,27838691;8,647234616;8,308904829;8,451827666;7,9204561;8,099703645;7,950343698;8,081204011;8,314079206;8,676472112;9,274390815;8,705841931;9,284663977;8,08167344;8,717830936;9,147226668;8,355808121;8,362982932;9,277705126
"RABGAP1L";4,470838192;4,286416978;5,64109002;6,033161269;4,144776882;5,248709571;5,353817469;4,416228581;4,849375686;5,532277328;4,478048652;5,317757957;6,447490822;4,63748843;4,844056675;4,606768093;5,722139912;4,003473764;4,036230543;4,265415787;5,839727357;5,039415865;5,230293819;6,412630608;6,78548891;4,277583637;4,831062113;5,108799173;4,400891616;6,969747787
"RABGEF1";7,675695178;7,78934023;7,728902285;7,840411546;7,218786177;7,641222845;8,383753548;8,36413038;8,062074361;8,553543409;8,208951716;8,846643293;8,022635031;8,068304255;9,023769838;8,284165907;7,852717914;8,860475714;8,709681158;8,387489001;8,27741894;8,663773601;8,369518828;7,982305746;8,581477604;8,041597949;8,777254721;8,500580747;8,886118001;8,179675829
"RABGGTA";6,943920766;7,901401521;7,208365292;7,368446554;7,362540115;7,252224298;7,656911024;7,036000552;7,85994034;6,813377299;7,340998986;6,911055617;7,215394391;7,303501584;7,715250052;7,258403844;7,814155808;6,84967257;7,232959745;7,262013265;7,642697319;7,387342236;7,063831682;6,310211821;7,359147826;7,362678491;7,043215101;7,088533558;7,339099438;7,780302429
"RABGGTB";8,950496828;9,736910493;8,720735949;8,754711273;9,748323489;10,08813546;9,233615189;9,571105321;10,08791386;9,295012077;9,24629708;9,042270498;9,863436644;9,50099817;9,020942278;9,733078689;9,281906977;10,21405747;8,483840962;9,525457164;9,319193302;8,267234909;8,061853942;8,150066966;9,80726063;8,372988556;8,245402489;8,769335705;9,509847141;9,7311961
"RABIF";5,801430939;6,049677607;6,669526302;6,656527304;6,417911561;6,418306754;6,038731885;5,454025202;6,121329671;6,147340698;5,509037099;6,629602613;5,943728956;5,825080479;6,190610699;5,503060551;6,2224558;6,187935733;5,806887013;5,504302604;6,480981924;5,279458046;6,523958379;5,790890356;6,305430574;5,871139497;6,154655491;5,828337236;6,82386711;5,751616787
"RABL3";6,061008818;7,586474119;6,595472022;6,796836968;6,182222051;8,143431534;6,977149099;6,26482948;7,572754008;6,346721341;7,314493956;6,303691588;6,806429203;6,319204678;6,964541713;6,073709194;6,972917354;6,852868006;6,493419713;7,23701685;7,077080673;5,826286975;5,332498921;6,299702111;6,340020214;7,240550351;5,447701934;6,737467366;7,568884871;5,921165917
"RAC1";9,389960615;8,968836876;8,468426346;8,906652339;9,791098132;9,675111047;9,56411859;8,20879527;8,943032895;9,421106687;9,998576601;9,351324995;9,660210831;9,284381234;9,548448053;9,279223182;8,407385176;9,014408835;7,763301829;9,747680337;8,60779449;7,096121949;8,175584817;8,99973416;8,53470587;9,288562712;7,906052892;9,342691149;9,670802407;9,113480314
"RAC2";5,4239763;10,31864637;9,004910585;8,877109859;5,537756966;8,519660962;7,656578366;8,452439881;7,142683651;7,141912991;6,862917898;7,008875189;6,331816235;7,555847536;8,787153008;5,579031807;6,741339244;7,063031244;5,524929733;6,870825;7,367401261;7,848092926;8,195193979;5,702862986;6,700861897;8,139978435;6,825060978;6,874384468;7,865608456;7,777567308
"RAC3";7,959628721;6,190129699;6,194190569;5,954390958;8,587463531;6,666267733;6,194295472;7,669545984;6,459057625;6,426986289;6,322053989;5,526085316;6,508629419;6,618237809;8,137645273;5,021031703;6,627935459;8,489793842;6,224947297;4,972525737;4,850689707;5,180879591;5,139536702;7,487719105;6,307528849;4,880296815;6,014695082;5,08662863;6,813359716;6,60773352
"RACGAP1";10,81525388;10,22147731;10,6132936;10,52487717;10,56166296;10,04686932;10,56473533;10,66297942;10,46402945;10,43431721;10,42848631;10,72347651;10,18379944;10,4742936;10,70112916;10,29026889;10,45998148;10,17377258;10,48554636;10,75708163;10,75385592;10,07443508;10,73301798;10,73706758;10,63845103;10,79709453;10,91415508;11,11053365;10,69280205;10,66927196
"RAD1";7,424976775;6,745046856;8,092106874;7,914061989;7,589945918;6,86969045;6,98940951;7,274622875;6,998485577;7,952737425;7,057554292;7,724773425;7,515254658;7,520150182;7,064694871;7,005875348;7,527908776;6,946742778;6,220624063;6,975257238;7,235434154;6,510287146;7,054333884;8,367319962;8,462777425;6,329773052;7,570514729;6,131020309;7,511888768;7,69058302
"RAD17";7,620261347;6,949053782;6,885889643;7,642243975;7,276269102;7,598448035;7,110633163;6,882512598;7,699824698;7,101711538;7,314759401;7,193553572;7,411698433;7,20002863;7,660333422;7,300312081;6,647075411;7,004606999;7,108183185;7,486802992;6,894020648;6,189429399;6,239403465;6,571280706;7,309060076;6,689457786;6,142821064;6,796543059;7,604877898;7,392379398
"RAD18";6,361222512;7,142726471;6,075557232;5,842367167;7,414109497;7,818447774;7,068239717;6,238312057;7,139829595;6,207371851;6,883934648;6,573690227;7,648730213;6,155341549;7,273270536;6,153616971;6,75802586;7,072445051;5,850920171;6,579136705;7,034966072;6,493465745;5,020876084;6,82634327;6,321068568;5,989349735;5,772329389;6,631436508;6,884464893;7,324433629
"RAD21";8,500517625;9,122966098;8,104395591;8,965951017;9,048915134;9,140814356;8,82836716;9,354540297;9,431710341;9,927634264;8,930119526;8,35927802;9,664774327;8,4250684;9,666253005;8,229887962;9,044918735;9,398410081;7,625331403;8,346561199;8,604050456;8,424769968;8,27740392;8,272061588;8,275636676;8,963854402;8,331073149;7,718718719;9,268750543;8,834893571
"RAD23A";8,558485812;9,277794072;8,746717911;9,16577532;9,275863842;9,328900838;9,083332905;8,82070428;9,435855251;8,447996657;9,298593767;9,080833491;9,370382918;8,786679477;8,976493301;8,976676376;9,267626908;8,932997534;9,072251676;8,720072887;8,66497221;8,803102046;8,496329632;8,303695349;8,936505849;9,387451366;8,804852606;8,041755314;9,510290234;9,099705893
"RAD23B";9,543465975;8,793330441;9,153572969;9,205728995;9,779068466;9,0670944;9,370129539;9,474211838;9,488290202;9,312654339;9,310337028;8,85177862;9,166040542;8,853214849;8,775559904;8,388888687;8,638025952;9,852624202;9,063588037;8,723237294;8,424037519;9,10979524;9,357087679;9,479692818;9,920266093;9,227818846;10,1316796;8,510886883;8,575702517;9,268467684
"RAD50";8,753195529;8,688930006;8,876346348;9,116070431;9,176686049;9,939973617;9,601246909;8,470989308;9,470629163;8,940283599;9,927585354;9,062509598;7,978823643;8,749449884;9,750278351;8,280433888;8,20655134;7,689935719;9,08029382;9,872730439;8,309219961;8,389506255;8,426945935;8,270946333;8,259176848;9,457018214;7,682328362;8,559136609;8,794762422;8,509661374
"RAD51";3,923210321;3,748372968;4,515623035;4,978577058;4,205220518;4,492490203;4,012038625;3,839294412;4,068946401;4,74487827;4,937075829;4,892638209;4,088746928;4,529007707;4,788501451;4,291732319;4,642930164;3,932696526;3,951549108;3,753178138;4,530250431;3,747589164;3,777593712;3,753434519;4,260876284;4,010350067;3,783882903;3,813400029;4,245718467;4,245769124
"RAD51AP1";9,836213255;8,723507442;8,431311017;8,803705549;9,330634057;9,015672969;9,131981179;8,802390905;9,104477024;8,926115336;10,03743436;8,96726881;9,068405253;9,08419888;9,098421486;8,591343197;8,932661248;9,082689189;8,510492845;8,579583903;8,621909827;8,531632243;8,420241623;9,617417794;9,469097485;8,850735723;9,335610552;10,01244414;9,079089352;9,74844028
"RAD51C";8,892985278;9,760128411;9,254681793;8,740450339;9,777235006;9,977419989;8,05147177;9,290502846;9,767155051;7,685413923;8,191559954;6,677604463;9,280655155;8,468183013;8,522730107;8,194380772;8,676027746;8,903286576;8,021853237;8,852435701;7,915233111;6,609261338;6,867111047;8,328568764;9,812360944;9,400895164;6,841283207;8,182392794;9,914081192;9,076249148
"RAD52";5,544159235;5,950537878;4,257894896;4,781449737;5,848105896;6,176045228;4,868419765;5,549391918;5,606147383;4,296761052;4,750177834;4,01179458;5,035769235;5,648695581;5,244857491;4,931482856;4,69664989;5,850599657;4,265490914;5,534315497;4,3650229;4,305665366;4,205880443;5,116879167;5,126527559;5,676162897;4,077411032;5,197476811;5,168437915;4,823761775
"RAD54B";4,052031943;5,242488681;4,500272181;3,897868143;5,183733214;6,471485185;5,072639291;4,189252587;4,738615497;3,800733379;3,232722422;3,717938533;4,889921726;4,377062381;5,212417724;3,789616157;4,334802755;6,212474493;3,824389843;3,902235877;3,973005198;3,750773007;3,437436701;3,771089344;3,931858449;5,338027335;3,892086871;4,445355403;4,360962121;4,138242704
"RAD54L";7,801102194;7,843818338;8,279613467;8,010684408;7,984841634;8,321239468;8,332190638;7,954111471;8,230140344;7,88965622;8,546563599;7,93374844;8,075025347;7,921171623;8,135059972;7,963864077;8,552671088;8,343300041;8,253670036;7,785783294;7,945057291;7,723877507;7,523008261;8,504961823;8,370653485;8,26014396;7,815457526;8,07516754;8,735650055;8,081653953
"RAD9A";7,779651101;7,226565891;7,595772566;7,877474609;7,091444253;7,36051858;7,729116162;7,390078092;7,509945665;7,242694895;7,502082143;7,59495024;7,273699368;7,622423819;7,061080256;7,018758856;7,638957934;7,535034377;7,268715362;7,261356382;7,451029867;7,878982525;7,468646441;7,897531343;7,908457182;7,207807334;7,739120544;7,596192277;7,00318214;7,441362922
"RAD9B";5,075310861;4,703329405;4,213291101;3,977565492;3,965351397;4,225322466;3,632826964;3,52593595;3,550322869;3,601721592;4,245410531;4,269636865;4,562177573;3,265918215;5,641676139;3,507892441;3,738822554;4,076341737;4,197674887;3,627318339;3,330704513;3,664505251;3,767716182;3,583180996;3,86506878;3,906734239;3,559611185;3,838396666;4,278826948;4,453341048
"RAE1";9,941881486;9,211087009;9,78371864;9,829804942;9,642001962;9,58893737;8,688660477;9,070365763;9,103369237;9,310253684;9,434285991;8,786178375;9,827267812;9,032990064;9,18291039;8,484814661;8,834011737;9,274711672;9,054117445;9,203715537;9,379073269;8,182373925;8,814141414;8,869553216;9,376862203;9,57810247;9,065446966;9,127221625;9,273457105;8,984183171
"RAET1E";4,308264645;4,293168245;4,558546842;4,666588634;4,078173909;5,321376615;4,238114742;4,210031826;4,75550791;4,280144495;4,02530508;4,295615761;4,364257212;4,065437055;4,171633875;4,244954669;4,051115522;4,167263153;4,3640565;4,342507355;4,1093883;4,140157084;4,277356268;4,226794824;4,11286943;4,446526359;4,104533948;4,403937803;4,497232351;4,378368872
"RAF1";6,706432069;6,693155995;6,54123465;6,48121984;6,670552906;7,270129069;6,896494915;7,012254044;7,521113551;6,674266079;7,134200933;7,264025717;6,395378526;6,860419418;7,113182598;7,052489826;6,94677859;6,319225273;6,641806925;6,735657703;6,861986694;7,31722873;6,565264202;7,111750035;7,389684374;6,82098766;6,798506135;6,636805925;7,038913266;6,667390866
"RAG1";3,59250512;3,847821369;3,935560436;3,882561572;3,592882723;4,011572243;3,859896338;3,821865737;3,373082953;3,618952559;3,947476705;3,582276231;3,459619879;3,601982311;3,584404557;3,677686743;3,525738513;3,717213165;3,753359255;3,675468133;3,533840356;3,593410318;3,747993491;3,620743747;3,884838479;3,935801153;3,881299156;3,936850127;3,689647754;3,893759344
"RAG2";3,077919762;3,01225875;2,948157195;2,889926127;2,876997101;2,956439587;3,08233528;3,050227772;2,890755848;2,992218004;3,015072164;3,058552101;3,039279564;3,03532856;2,920102509;2,987298518;2,988384242;2,962712446;3,020360072;2,827325403;2,952564255;2,796116886;3,055087721;2,948814085;2,943018063;2,960902532;3,018039999;3,002054987;2,948085019;2,866249442
"RAI1";9,149572245;9,175953794;9,022657678;8,745558106;9,207386507;9,224762523;9,469474213;9,115596547;9,166587867;9,607254272;9,09898246;8,696049805;9,075543628;9,474271709;9,023991005;9,026874651;9,378574665;8,798552961;8,807932501;8,812332686;9,566990667;8,869349784;8,464666378;8,88553251;9,069158811;8,854638303;8,991036532;8,992234752;9,51408915;9,557111502
"RAI14";8,781421189;7,401177728;7,672971676;7,618594007;10,07637643;7,729294252;5,806563292;8,603355887;7,566978993;8,603596546;8,776976932;7,482607695;8,217956749;8,634356184;7,917712086;7,89930763;3,919256323;8,515381641;7,594236716;8,614101765;8,048839952;6,97322734;7,121772679;9,328561885;7,600290409;7,533039239;8,187301595;7,697613558;8,223473805;8,43981594
"RAI2";3,910147747;3,890406155;3,7978945;3,966365509;4,10131683;3,92904727;3,980579373;3,862077249;4,110044842;3,795256711;4,19532225;3,931428035;3,835300969;3,945272057;4,949999107;4,18173797;3,751461196;3,935111113;3,928582987;3,811597701;3,904762424;4,078553303;5,664620743;4,33715405;4,737658447;4,140968667;3,824262982;3,961793869;5,417284207;4,137021214
"RALA";9,902200602;9,575072427;10,32284174;10,0223949;9,50029215;9,465909033;11,27129219;10,14377754;9,819027386;10,33524839;10,2175319;11,22545625;10,26340969;9,810733289;10,05739191;10,19821483;10,06356798;9,698514092;9,898310197;10,61567699;9,706778574;10,02684583;10,33149181;10,2684969;9,903452865;9,683033017;10,7591213;10,0512617;10,59443675;10,01828412
"RALB";9,456366379;8,405603745;8,998740629;8,971273886;8,276905052;8,742289863;9,009329576;8,299583927;8,684164754;9,311799278;9,294631964;9,068379281;8,544424381;9,103461342;9,404509981;8,028856003;8,428972416;8,378902773;8,503956439;9,184505978;9,085393145;8,534678186;8,984401223;8,267868596;8,04783558;9,013764932;9,449757224;8,515035636;8,667329831;8,532016082
"RALBP1";9,297370539;9,156527753;8,619068612;8,328365701;8,904670424;8,88386285;8,667065633;8,476256387;8,632213089;9,082954019;8,35739621;8,098503127;8,030526734;8,952644585;8,638775385;8,34183936;8,632694993;8,383763113;8,818559765;8,331845035;8,909661247;7,536880199;7,906960174;8,250554829;8,376136097;8,172330896;8,180376698;8,453768733;8,746334146;8,684548525
"RALGDS";7,390840223;8,834540524;9,190553633;9,021139362;9,040601278;7,694332882;8,41805349;8,653675816;8,290956913;8,328968224;8,233605414;9,172477855;8,270987278;8,803308909;8,224579679;8,930038948;8,849031329;9,533852026;9,134825871;9,225101363;8,604434256;8,88204851;9,165057484;9,041030631;8,190003708;8,57971939;9,894129121;8,744240024;8,650927742;8,763014231
"RALGPS1";6,534512795;6,719110348;6,81171235;7,323711529;6,520904971;5,548001185;7,12327456;6,168190966;6,395870672;6,331693425;5,727918724;7,322988541;6,592613332;7,132290906;5,604383705;6,126592944;6,309712754;5,970423848;6,512063277;8,061073226;6,773643811;6,250312145;6,624475211;5,926684921;6,049605815;6,109746113;6,96078109;5,817332017;6,053049162;6,543739597
"RALGPS2";7,933467252;6,148652395;7,423240636;6,696590641;7,289552134;7,911909323;7,225458126;7,552269861;7,930918082;7,735784302;6,85065758;6,959316711;7,300324966;7,521615159;8,395171309;6,515054481;7,405800347;7,436581455;8,445188424;7,276529022;7,268136486;6,300981481;7,679313622;6,887768466;6,355673963;7,672311451;7,538866393;7,483834471;8,392893158;6,747015526
"RALY";9,705574854;8,979780272;9,603082874;9,48140607;9,016804232;8,581862997;8,847987511;8,594256983;8,730068155;9,507540654;9,572459041;9,369579116;9,560040656;8,925972318;8,942867773;8,689617119;9,318886786;8,791614797;9,323958924;9,442986618;9,187134638;9,55045355;10,14737164;9,017403446;9,245420951;9,546188526;9,759730083;9,382304937;8,887535555;8,882881631
"RAMP1";5,90816442;8,261386871;5,878585831;5,810770005;5,41085507;5,950867308;8,840659646;7,46581032;8,718632906;6,576467188;5,516639307;6,206446521;9,159163644;9,948895086;6,828255043;5,849230023;9,151537831;7,685771014;6,694802012;8,00857641;6,916715857;6,272017451;6,00027107;9,097821089;8,112407688;8,102341265;8,639782902;6,787223201;9,594675265;6,233542225
"RAMP2";5,681076176;5,360562953;5,040538208;5,168083881;5,038046027;4,920495143;5,322561821;5,335095166;4,86761467;5,192489069;5,116172376;5,019244877;5,339745975;5,187648605;5,025935562;5,521484178;5,252966845;5,176427833;5,639782768;5,225791382;5,337701327;5,227666822;5,103960213;5,26621018;5,024869722;4,988024584;5,264527659;5,30007163;4,932886599;5,190651917
"RAMP3";5,424934167;5,500964985;5,548025375;5,256657258;4,925817231;5,412681292;5,477688487;5,541898331;5,514838381;5,579473756;5,656841137;5,164013553;5,616414661;5,853141758;5,518778125;5,748452045;5,308246793;5,885482748;5,732140207;5,618723397;5,76844883;5,812633785;5,672215894;5,697765243;5,356034054;5,591719;5,644651396;5,621969873;5,241534985;5,492997598
"RANBP1";11,65804814;11,35374042;11,28983265;11,35570362;12,00665607;11,68591946;10,81418457;10,90797802;11,50698298;11,79927465;12,25195374;10,85201127;11,61473365;11,11195552;10,85479105;10,47933217;10,81988472;11,38284104;10,285084;10,84174853;10,96609948;10,15286745;10,43473164;11,00697527;10,88022101;12,17322997;10,39452618;10,7308555;11,52945016;11,43428282
"RANBP2";7,669989492;7,034129021;6,578149708;7,203473953;8,102883869;8,16331434;7,46944141;7,317285318;7,453204257;6,870450654;7,98521641;7,093438396;7,378652216;7,077292973;7,531558301;7,719625788;7,78766787;8,085847244;6,605546862;7,160629765;8,222890087;6,93242151;6,349074362;7,924213517;7,121618835;7,421200565;6,769234232;6,808102112;7,829336065;7,50541392
"RANBP3";7,86250303;8,621739886;8,254731266;8,151642287;8,304049852;7,981467327;8,553448422;8,510862305;8,099285074;7,792484459;8,052261174;8,433390257;8,355896186;8,377428348;8,487739919;8,085418864;8,772255418;8,555516427;8,937740216;7,632391863;8,466427402;8,93526897;8,500247554;8,022450826;8,235183618;7,395516308;8,771988332;8,217822757;8,408944666;8,547644525
"RANBP6";8,640477129;9,238431322;8,552732982;8,417101014;8,608592555;8,988601513;8,671133215;8,777245602;9,090331496;8,481045423;8,29676199;8,613079193;8,364934724;8,468791521;9,033560703;8,72400454;8,770209795;9,288336445;8,414230996;8,29755092;9,726313464;9,641394279;8,868794804;9,462117074;8,7001758;8,238472976;8,459608089;7,678839721;9,57826149;8,429874957
"RANBP9";6,044251138;7,086761001;5,705111531;6,321565707;7,466559679;7,855553464;5,921946076;5,914991164;6,958541555;6,103479461;7,222114154;6,222027818;6,28959927;6,463391999;6,55441767;5,94405244;6,062724806;6,207703378;6,506899369;5,976177059;6,500528175;5,08764063;5,563754354;6,343849438;6,126217691;7,191359176;5,161363153;5,964664985;6,751048925;6,966226065
"RANGAP1";7,565650028;7,507982296;6,827938458;7,217804132;7,759675378;7,909773459;7,286248379;6,49299824;7,748267017;6,610582338;7,718286018;6,745356695;7,909398732;7,459558851;7,525078557;6,956226986;7,272106603;7,823681248;7,095691808;7,390825266;6,964263349;6,258040551;6,177000736;6,965723783;7,409797202;7,216686985;6,460424305;6,954370582;7,790030615;7,157713373
"RAP1A";10,18243191;10,11531803;9,553519334;9,451830341;10,45670829;9,985339291;9,895295656;10,13573537;10,08944357;9,918526393;10,13920531;9,567676001;9,875396307;9,855647267;10,01141451;9,673377007;9,855930869;9,853166432;9,066521945;9,513098115;9,675549337;10,31229009;10,6528178;10,50772042;9,411076984;9,477496826;10,24905036;9,681671426;9,675930003;10,33407124
"RAP1B";11,11816004;11,22727365;10,55150828;10,55213464;11,02923409;10,81422863;11,0381236;10,65936733;10,79216685;10,89732503;10,45253985;10,812334;11,02860414;10,83465399;11,18734497;11,24527773;10,83668731;11,52068025;10,10349792;10,64956011;10,68178176;10,7063624;10,0730693;10,56482114;10,61697521;10,84684562;11,04996687;11,45496312;11,16073192;10,87524639
"RAP1GDS1";7,559394696;7,65722615;7,200607678;7,445143029;8,483904217;8,635224297;7,805348401;7,409474312;7,893780507;7,358547563;7,555686593;6,514174229;8,428223454;7,425689174;7,818953618;6,228850388;7,299244323;7,558183923;6,969751014;7,23594825;7,610046316;6,12890736;6,666054559;7,078055057;6,868678019;7,384745265;6,235245479;7,403533608;7,970710635;8,240961009
"RAP2A";6,967045824;5,993720628;8,761337923;8,724833769;8,200825078;7,043830871;7,412824965;6,811037998;6,014460462;7,563358535;7,341995827;7,727846886;6,306779098;6,528649084;6,608355488;5,535146518;5,856671505;5,558192916;5,053181295;6,5390955;8,741239223;6,946215064;7,216229488;7,546344592;7,649243943;5,737522833;7,463197202;6,429147829;6,723668944;6,913529621
"RAP2B";4,652924264;5,742683591;4,97295744;4,967930932;5,614734766;5,756409786;5,382691133;6,215227839;4,805664278;5,610071663;5,703679698;6,064439905;5,071592113;6,224233501;5,943812165;5,097458463;4,664838687;5,947731435;4,682750548;6,406768329;6,792638102;5,157282446;4,688876425;5,590970365;4,590215471;4,931773867;4,925019273;5,574511609;4,557020055;5,130890672
"RAP2C";8,499491803;8,807526526;9,122225342;8,575687051;8,689208416;8,508620755;8,544092993;8,924099781;8,170888263;8,970577012;8,621206002;9,159827512;8,042900509;7,881105322;8,907419535;7,997536635;8,698266946;8,596718072;7,509493548;8,262345774;8,778485332;8,884042997;9,153324339;8,719078298;8,969471446;8,162899007;8,079631152;9,317015642;9,309950023;8,721706193
"RAPGEF1";7,475235754;7,501718873;7,241486084;7,629726774;8,479601549;7,161599736;7,343089376;7,472478048;6,935367676;7,069173544;7,467174082;7,683651476;7,405888267;7,403452524;7,782324949;7,480781087;7,520691692;8,299834496;7,114599811;7,950636387;6,932059975;7,075122133;7,361380952;7,142260653;6,869530577;7,36602738;7,716259028;7,739050609;7,772296411;7,810212624
"RAPGEF3";5,387619284;5,622267903;5,79216961;5,801878891;5,419437138;5,473396744;5,324480635;5,598934831;5,210474014;6,647255936;5,940542121;5,762386108;5,483807845;5,368496628;6,000939517;5,532476905;5,57145344;5,591049188;5,599391182;5,701984967;5,905108335;5,841056479;5,657022649;5,553331863;5,476770317;6,098856618;5,733887774;5,45936974;5,358992171;5,498537453
"RAPGEFL1";5,738005018;6,015986104;5,726977325;6,578208055;5,58211087;6,19397131;6,122483476;5,895711681;6,052614818;6,711042;5,249623822;6,963745536;5,610334148;6,684217406;5,821837284;5,718876762;5,905184652;6,089723635;5,975636782;7,438180537;7,537319689;7,116283037;7,772416431;5,884633159;6,148297457;6,381227011;6,859405911;6,033766838;5,582601569;5,749619364
"RAPH1";6,990577582;7,693869328;6,391864559;6,433847471;6,599100295;7,719510925;5,996590161;5,807905505;6,441752657;5,502766724;6,374755155;6,205841677;6,889706204;6,721977867;6,259372052;5,733822935;5,890815547;5,640753631;5,462057565;6,169506183;6,677195205;5,67450171;5,825607641;5,649435116;5,171749076;6,579538317;5,31918783;6,665886205;6,054147039;5,433857243
