"";"CACO2";"CO115";"COLO201";"COLO205";"COLO320";"DLD1";"HCC2998";"HCT116";"HCT15";"HT29";"IS1";"IS2";"KM12";"LIM1215";"LIM2405";"LOVO";"LS174T";"RKO";"RW2982";"RW7213";"SKCO1";"SW1116";"SW403";"SW48";"SW620";"SW837";"SW948";"T84";"TC71";"VACO5"
"DISC1";5,049767741;4,894118733;4,955423105;4,849130408;4,83721153;4,931161897;4,973485297;5,021672876;4,965808356;5,166558956;4,919699305;4,980706107;5,155524049;4,682687817;4,83704704;4,860208133;4,812790103;5,086846088;5,099452426;4,93870655;5,131608043;5,167401571;4,960549462;5,050111598;4,875486961;4,815351315;5,345489975;5,011102225;4,919516782;4,941563555
"DISP1";5,829218122;5,821325493;5,90260791;6,424984938;5,300298959;6,239776989;5,609179052;6,393458632;5,304350963;5,694148341;6,1320524;5,686551002;5,767218279;6,216179358;6,158508593;4,89538901;5,75609999;5,054308006;6,196841362;5,653679032;5,625996842;4,936132779;6,180624462;5,883834857;5,348775992;6,531785065;5,062908786;4,519738682;6,281923464;6,196704806
"DISP2";6,761912046;5,162870138;6,615895338;6,140402559;6,684821089;5,104581394;6,681314299;6,485851064;5,001818279;6,49815199;6,172110171;6,845171587;6,770293195;6,14280191;6,66333555;7,568856278;5,768979023;5,976601928;6,583210209;7,145764237;5,994781221;5,419079319;6,037656553;5,007126305;7,211761687;6,207012661;6,99405796;4,882347024;4,979399502;4,930253439
"DKC1";9,873978135;10,4209481;10,07096934;10,52015338;11,17228866;10,57548825;10,00397265;9,938047538;10,2971142;10,89018877;10,39559434;10,52460049;10,70048569;9,856971863;10,10837471;9,754748863;9,592690976;10,2863178;9,147526751;10,65899712;10,1033635;9,763484871;9,945058379;10,00682708;10,32858681;11,9985006;8,963846386;10,51505091;10,61614775;10,15302132
"DKK1";13,18515043;3,868870847;3,883489062;3,769805136;4,154580942;3,857032078;3,578067096;11,23710901;9,152090529;9,775505558;3,856381472;4,191556144;3,773343611;6,66199143;4,336028763;12,40856062;4,322951681;3,822304824;3,562197021;9,660742709;9,740270264;3,760058486;3,70483981;7,10532277;7,593111202;8,172581014;3,768681317;10,63085305;8,420313344;4,110761564
"DKK2";2,96857598;3,235975004;3,209091513;3,037978972;3,130575125;3,10300775;3,028500435;3,220672641;3,150481385;3,070687167;3,006238075;3,218267185;3,330540739;2,979678566;3,09334664;3,253478693;3,13477138;3,20523474;3,224196088;3,193194592;3,048424246;3,265404204;3,070177287;3,23127729;3,271898485;3,073321414;3,110165262;3,136736917;3,0144753;3,053206944
"DKK3";8,367024536;4,345078611;4,227449962;4,556692861;4,261072181;4,526558889;3,917398014;4,197507938;3,874755118;4,223048637;7,363877088;4,116266039;3,985283448;4,137605061;4,273303061;5,061907061;3,953153631;4,239316684;4,26757292;4,205752192;6,901077552;4,092436836;6,901655509;3,904256927;4,417457381;4,12495619;4,300164559;4,524608096;3,960048346;4,361318514
"DKK4";4,907402087;5,029373295;4,882052873;4,821020999;4,571116725;4,694293989;6,619261149;5,037286165;4,495465211;4,80980186;4,636677255;5,304150859;4,994170305;4,964929462;4,954622341;4,879716267;5,307577751;4,907893608;4,964297594;5,75248154;4,684302016;5,151171969;5,361344484;7,694334623;4,799471527;5,516721902;4,891529446;4,792163243;4,57725001;4,976910357
"DKKL1";5,703628198;5,732477702;5,703464917;5,7807896;5,602487987;5,737366916;5,697406606;5,970057568;5,668722992;5,772850702;5,559614393;5,538187056;5,736419763;5,750596885;5,721161286;5,983761554;5,860300387;5,678411403;6,07441987;5,871298419;5,732762254;5,88953819;5,947697615;5,617923671;5,619820004;5,775771433;5,706857679;5,839498406;5,618003618;5,529110206
"DLAT";8,824301604;8,164710509;7,477637851;8,105210011;8,499722002;8,512317794;7,643349605;7,685017291;8,509979389;7,836242652;8,206717854;7,510658173;8,367871582;7,092785974;8,236352272;7,198089574;7,848189453;7,232991193;7,187908919;7,744375854;7,483154825;6,421866367;7,095268553;7,202056936;7,785487851;8,757934648;6,796179404;8,116240471;7,410004594;7,625362014
"DLC1";8,948932214;7,681120049;5,373066241;5,056311369;8,808666943;7,543194299;5,887866295;4,451431765;7,701972773;4,396707926;9,020757851;6,949760494;6,48381428;4,300490259;10,16683474;4,508066837;7,99996752;9,695125375;5,051931984;4,802352211;4,694588951;4,944181544;4,684001933;4,796766996;4,904083173;5,420066514;6,067397504;5,233160177;4,240402005;6,070635315
"DLD";7,029151518;6,209749548;6,897828035;6,963693327;7,377951287;6,735356801;7,552310822;6,51459007;6,69383937;6,681699944;6,855745905;7,902976817;7,258920645;6,647331289;7,583250292;7,017103837;7,334916491;7,772451504;6,650777411;6,591697455;7,752318381;6,953935387;6,794495243;6,839058902;6,8604033;6,722972688;7,605541856;6,467564688;7,352843392;6,742059589
"DLEC1";4,524042654;4,393278174;4,634951294;4,373857179;4,418200629;4,431593895;4,593502384;4,670369273;4,33539527;4,726817478;4,441480835;4,667436769;4,6376649;4,789850389;4,553519056;5,358560127;4,592451369;4,66258482;4,738512005;4,696643658;5,474202142;5,181580599;4,575792643;4,949210657;4,314719483;4,661093761;4,313358479;4,647566281;4,392925333;4,845244081
"DLEU1";8,937884373;9,140498552;9,611309637;9,740565912;9,663018762;7,336426465;8,690195318;8,672195266;7,812839777;8,662499207;8,833341808;9,334260968;9,041189531;7,69391964;9,084553723;7,828413381;8,469033521;8,447403064;8,526966338;8,811507084;8,923892712;8,406127172;8,642928411;9,602173195;9,6661929;8,342765453;9,579086037;8,402888803;9,492573902;9,116325276
"DLG1";7,978334301;7,17377752;7,182363539;7,787473157;6,494756796;7,066633461;8,069390449;6,781229301;8,312272103;8,063821565;10,19214196;8,873319266;6,200740918;7,360793905;7,335732724;7,268405121;6,38266909;7,856208262;5,75306071;8,602195123;7,791414341;9,05452374;8,897433173;9,014318763;8,189977873;7,891062157;8,514653508;8,43710373;6,87223094;5,895714837
"DLG2";5,028909765;4,504964834;4,526837797;4,579618055;5,455122614;4,190145562;4,363551052;4,245960855;4,203593129;4,244219809;4,182703017;4,112615578;4,53491336;4,389770004;4,09446802;4,053349992;4,031877057;4,408256331;4,501888886;4,328680595;4,282717191;4,626950676;4,733868051;4,144172302;4,159700047;4,193985973;4,330323989;4,51733653;4,333120482;4,211859089
"DLG3";7,489262145;7,513112869;7,850221625;7,131431669;7,139973406;7,578920486;7,248570587;6,792304013;6,939929619;7,031359719;6,937549228;6,582249923;7,672968611;7,449324695;7,483731514;6,959345799;7,209140555;6,959360567;7,147495562;7,453253597;7,810366327;7,558767714;6,899756568;7,660943222;6,894646744;7,500188249;6,292235936;8,145879215;7,768437005;8,307186345
"DLG4";4,277914545;4,635803106;4,684444596;4,415308775;4,904750284;4,252825238;4,627484529;4,838629538;4,205440128;4,359695888;4,149032531;4,197568096;4,294654236;4,315249204;4,748277085;4,520449139;4,45473123;5,737254252;4,759421283;4,462659937;4,345207159;4,563052181;4,616190799;4,781391938;4,359207754;4,509515084;4,569385923;4,337725105;5,016757753;4,672010087
"DLG5";5,305633339;4,630249952;5,029887818;4,693417737;5,399244436;6,221804828;5,651299252;5,414256577;5,236364658;5,787349484;6,431454141;5,018953019;5,142850785;4,928048229;5,91225241;4,510117207;4,787028869;4,506421823;5,201487313;5,250652413;5,649772028;4,185778767;5,133544935;4,4546991;5,691101281;5,807830615;5,035581186;5,149705967;5,663071489;6,204650576
"DLGAP1";3,605288381;3,392424588;3,778343886;3,420876967;3,461219103;3,584688206;3,444505149;3,923090794;3,681606037;3,570448204;3,502801084;3,620827718;3,391726926;3,526367028;3,447709116;3,405370907;4,187964003;3,62155227;3,493160623;3,388044291;3,808206932;3,38731479;3,391803221;4,554641953;3,638237728;3,671718166;3,444092425;3,548830848;3,813592539;3,6064228
"DLGAP4";5,256433961;4,942372562;5,507652098;5,775609721;4,670910117;5,021380465;5,148179785;4,882067878;4,960873341;5,449330169;5,849498237;6,06402334;4,824049124;4,688281786;4,668967727;4,599853331;4,882117679;4,833381638;4,714156692;5,803944109;5,194721281;6,359225803;6,345752692;5,447910964;5,474789161;5,255280298;5,907645341;5,446351153;4,592053753;4,841903783
"DLK1";3,85754598;3,97573456;4,065929904;4,070351296;3,75235271;3,993332591;3,946539865;4,230928564;3,854604499;3,955565128;3,824513953;3,977742669;4,049704715;3,959872612;4,06053658;3,917562037;3,842242931;3,962634638;4,133153775;4,03896006;3,859287244;3,868739086;4,001027973;3,959391793;3,986260211;3,939232231;4,215521341;3,996333929;3,967430763;4,107948846
"DLL1";4,691907863;3,822472356;6,626434219;5,775205767;3,979731905;5,360686187;4,495871104;5,676086635;4,82147957;4,418642507;4,64308919;8,649012298;4,215235089;5,757567552;7,49585557;6,840992429;7,389142241;8,310323281;6,694114561;6,457670233;3,962827601;7,669698749;6,229003174;7,690458407;4,294176139;5,739459352;6,838397969;5,886946432;5,563722862;5,51144968
"DLL3";5,604894071;4,948450871;4,789718188;4,659860594;6,998658028;4,328548984;5,170815602;4,800634958;4,412180241;4,602983382;4,400103178;5,535070075;4,498245825;4,571350362;4,726105912;4,467982472;4,874756998;4,440492072;4,705997502;4,889776224;5,163726157;4,467295828;4,664751661;4,632118639;4,769164639;4,372720658;4,692769812;4,759451637;7,048912751;4,623207587
"DLST";8,953270033;9,666551031;9,425836621;9,576305326;9,716376878;9,648158129;9,152195627;9,493043964;9,805342256;9,243967479;9,570988174;9,355053269;9,878706053;9,638805945;9,289397586;9,535369789;9,917270347;9,806072467;10,1865265;9,860364178;10,24604348;9,465168439;9,056505526;9,430280884;9,716846871;9,851902404;9,221329443;9,454450061;9,315660501;9,557455669
"DLX1";5,785605375;5,136864764;3,630612716;3,844934194;9,046072266;4,419007347;4,219665199;6,060813611;6,297892384;4,581599833;6,276310889;3,511193845;6,462378161;3,497740639;8,326906581;4,335886281;4,001090755;8,345198715;6,861049;4,496960022;4,213134708;4,098673604;6,608971782;4,523234133;6,412408985;5,31771333;4,015096808;5,310711344;6,350159235;5,012735732
"DLX2";4,161409388;4,684094976;3,895199048;4,171389567;8,76622831;4,563635123;4,069675654;5,837041223;4,873583444;3,736245341;7,102969684;3,936404589;5,009916518;3,734701923;7,151592917;4,801683429;3,848565537;5,858602615;6,994947306;4,595612963;4,001143354;4,06068735;5,30568285;4,661518338;4,450052515;5,59159859;3,862348927;4,633441976;4,127037768;5,837830746
"DLX3";4,582417931;4,003495313;4,327467432;4,147319555;4,145397436;4,279945903;4,223442533;4,428318253;4,127017572;4,26422269;4,416325471;4,442520259;4,280131439;4,245653275;4,531823196;4,26752255;4,642491201;4,372135355;4,30925663;4,470271726;4,281119695;4,402999159;4,468861464;4,523255353;5,33718068;5,792661395;4,316446041;4,362628256;4,497183036;4,552391062
"DLX4";6,795531131;4,920587506;5,428502572;5,268898974;4,662772598;5,694284654;5,420689697;6,524692907;5,207239249;5,022308778;5,850876013;5,26466449;4,455769496;4,604363519;6,089269858;5,041116471;4,461836674;4,798203103;5,220874309;5,116959879;4,70578225;5,591603944;5,074061527;6,183183965;4,440790513;6,311253312;5,362497048;5,029793813;5,19633429;4,733997274
"DLX5";4,632632207;4,719898234;4,85925943;4,694135359;4,276561138;4,636533814;4,464956357;4,471636488;4,490947648;4,675260688;4,31508586;4,593162703;4,9213043;4,565759513;4,422211731;4,22870042;5,065101346;4,441324591;4,624725005;4,644276788;4,881508806;4,742784001;4,879288755;4,748882029;4,531522686;4,995316903;4,836247665;5,097995295;4,584749871;4,644167653
"DMAP1";7,586283928;7,563313239;7,677790918;7,833773187;7,509969561;7,883146685;7,472144862;6,94285199;7,978234713;7,447593815;7,392514371;6,871802709;7,666420932;7,760726145;7,614937469;6,970471968;7,817692446;7,844931988;7,543802914;7,137692467;7,446162741;7,005148894;6,621660222;7,434460136;7,914408118;7,811029021;6,67655178;7,447391254;8,055212729;7,410374669
"DMBT1";6,298248369;6,505094197;6,311944522;6,170315993;6,129371736;6,073788847;6,094455542;6,496138327;6,336187351;6,079944238;6,152941007;6,10850269;6,428965445;7,107308576;6,163101083;6,485300803;5,950444762;6,303461947;6,462822765;6,371213949;6,335291298;6,681319536;6,233189816;6,431031757;6,267878588;6,350718553;6,593486179;6,403799356;6,117391724;6,133937395
"DMBX1";3,09492413;3,047601005;3,134257081;3,255401537;2,941978661;3,167851953;3,011439704;3,131403557;3,160561423;3,145877519;3,124702249;3,012264903;2,96603157;3,087843022;3,287998535;3,247047696;3,103873478;3,217019578;3,509846092;3,287796815;2,950631529;3,025279763;3,288760958;3,190015182;2,956000047;3,162311329;3,197787967;3,149979141;3,264567985;3,018257393
"DMC1";3,888534068;3,917650473;4,22400436;4,040372062;4,365226392;4,178144457;4,039228471;3,814991672;4,420296203;3,855517159;4,742306225;4,1525997;3,960415642;4,775272495;4,179792425;4,303334131;4,312245416;3,705986995;4,481858979;4,12042686;4,075579848;3,969045526;3,94058276;4,400867309;3,842717562;4,522510138;4,054532411;4,17132362;4,525187845;5,368433798
"DMD";7,466557334;3,698712127;3,616434943;3,467320429;6,591798219;6,691005558;3,112768582;3,643900899;6,199788141;3,541007351;3,118083255;3,265193239;7,36572444;7,852116272;3,972228876;2,964372685;3,195717254;3,631755229;3,096204444;3,001745259;3,023627462;4,896118432;6,601907203;5,430393965;3,1682983;4,764467582;6,368939373;7,308352141;3,246647879;3,58815828
"DMP1";3,136934233;3,322522625;3,333362851;3,209867948;3,193328871;3,165002684;3,327654681;3,303065577;3,493388886;3,427485805;3,180229114;3,275306769;3,30461683;3,217022437;3,300947271;3,383806435;3,247162049;3,196717879;3,560027945;3,406601406;3,287752625;3,211939668;3,508663818;3,177865381;3,220140441;3,248939317;3,485368891;3,372332475;3,33361154;3,311429052
"DMPK";5,244029504;6,310237314;5,702091119;5,715660653;5,772923642;5,5606091;5,437586615;5,693596802;5,876084747;6,083784275;6,428599646;5,814192804;5,715832921;6,189339421;5,417338225;5,569657055;6,674833106;5,373238882;6,274442213;5,61739837;5,737121657;6,221871607;5,693211307;5,424731004;6,059304701;5,16539966;5,659668196;5,523985264;6,189383136;5,314942388
"DMRT1";3,633793093;3,660614661;3,726646404;3,570550856;3,657558307;5,982783808;3,563180011;6,170237936;3,682604618;3,719141573;3,48671943;3,601949031;3,549222088;3,766087577;3,544982334;3,572827672;3,885950705;3,412606041;3,687880572;3,549513524;3,646563303;3,624762242;4,134747016;3,694341045;3,67089158;5,002381871;3,845347045;3,663918378;7,324536468;3,947479336
"DMRT2";3,472070193;3,142189173;4,236338464;4,43904243;3,438716347;4,84950867;3,426338263;3,452666995;5,213793032;3,410766968;5,258255958;4,621766816;6,6175425;3,7185095;4,577239054;6,130759359;3,803873969;6,788406968;6,023842569;3,528132534;3,533405797;4,045032217;3,591502315;3,61756767;3,563270799;4,738206574;3,487930404;3,491628308;3,404215872;6,34999369
"DMRT3";3,42752345;3,601073584;3,501743185;3,473941703;3,625825586;3,420476799;3,505409414;3,456359784;3,434584489;3,503098281;3,458052773;3,681883456;3,457321035;3,96908914;3,469552465;3,552958808;3,473463403;3,533463138;3,602102399;3,425314134;3,548825193;3,707218685;3,319588887;3,265150636;3,564583792;3,569966415;3,554230207;3,45487202;3,5658208;3,422197701
"DMRTA1";4,325112138;4,354462034;4,518923747;4,426236833;4,25334072;4,356235855;4,737716209;4,3502521;4,291634523;4,513323096;4,017686638;4,223265421;4,59596605;4,457896859;4,571234458;4,406488141;4,368990619;4,584564692;4,704928978;4,383318724;4,741974675;4,382512982;4,237733892;4,134831322;4,423115407;4,235908869;4,429499217;4,258755007;4,48122359;4,321996744
"DMRTB1";4,53305573;4,515074072;4,385338277;4,439362909;4,324728695;4,402119273;4,544770914;4,513228849;4,50247017;4,524451062;4,270102817;4,510030867;4,49370712;4,423970774;4,297477244;4,586150966;4,56409338;4,541130903;4,768372257;4,492217764;4,540516524;4,228336511;4,674349047;4,575120007;4,478765921;4,541031384;4,612840006;4,521672905;4,582046877;4,547141661
"DMTF1";8,309458454;8,991007782;8,060295407;7,965247631;8,611946402;8,341021854;9,14456232;8,574210134;8,620282805;8,856303084;8,874192555;8,654950848;8,448030412;8,560778888;9,069593089;8,548653562;8,444289732;8,440710001;9,005068861;8,693419967;8,577372348;8,35706189;8,254634194;8,188187601;8,72153727;8,607923255;9,14740114;8,877071728;9,403529592;8,696423315
"DMWD";5,249605847;5,221822796;5,456360675;5,381518551;5,420890461;5,158226598;5,412738227;5,399990498;5,513239085;5,771357587;5,713204722;5,547799544;5,123728317;5,518323462;5,457984448;5,41890498;5,237073837;5,478756848;5,732502599;5,469185464;5,73495021;6,2354511;5,790943972;5,821030641;5,71085692;5,493735107;5,832446899;5,547890147;5,438149773;5,29890709
"DMXL1";7,374500967;6,980965754;7,32942154;7,599540966;7,437428568;7,893733766;7,2673695;7,083772022;7,661100866;7,402579549;6,692589558;7,776798834;7,274929144;7,489957222;7,057254631;7,254974124;6,974429126;6,910141996;6,241837394;7,961899282;6,729350563;6,955412962;8,120560211;6,591326463;6,958451477;6,432841828;7,569933143;7,630775624;8,294087109;7,249180773
"DMXL2";5,173098782;8,415430635;7,586288282;7,886694393;8,80496813;8,560222842;7,810942979;8,000844312;8,195979554;8,276907016;8,204324593;8,243124035;8,44024215;7,686231085;8,1044885;7,957182415;4,254494761;8,276121395;7,252163292;8,497888902;8,151824299;7,84987135;7,626201328;7,211021959;7,429245439;7,972076087;7,359647814;7,436254765;8,191240401;8,003013221
"DNAH10";4,529884354;6,208942776;4,634389627;4,922458163;4,584899128;5,499778743;4,493171278;5,295917823;4,661754534;4,643758418;4,632375147;4,72479598;6,071454338;5,182096829;4,635888774;4,594926308;4,84840976;5,366470682;5,524886079;4,73901212;6,42888645;4,617826645;4,696818302;4,634502869;4,864388728;4,526362742;5,013941015;4,81434553;5,308133431;4,947632484
"DNAH3";3,948107282;3,969164587;3,711298872;3,84420934;3,526928371;5,018832769;4,006424905;3,60072712;4,143533861;3,912733585;4,372601608;4,019129067;3,646651954;3,761933307;3,524175097;3,704339814;3,586126554;3,590659696;3,860205857;4,265266094;3,716972406;3,961356876;4,135602354;4,023390888;3,775364181;4,04150077;3,88388607;4,198682475;3,534500558;3,761292729
"DNAH5";4,319650968;4,101462796;4,269852461;3,746229576;3,530075991;3,954080734;3,456769514;4,26765326;4,01781353;4,763428987;5,101770206;3,754334301;3,692476838;3,717424837;3,6504031;3,643168;4,527634172;3,583152359;3,773148507;4,583427829;5,20771017;4,536207278;3,951591902;3,973343726;4,837347444;3,900289465;3,719244685;3,662525917;3,614491106;3,506318527
"DNAH8";4,306916616;4,386608609;4,24813214;4,370650104;4,868884282;4,243992377;4,064352972;4,203871466;4,195179927;4,056600152;4,550919728;4,032493865;4,249928777;4,324706708;4,354711331;4,057272479;4,044255873;4,350169657;4,39944111;4,165994439;4,216725972;4,269239728;4,277391022;4,236572634;4,264819299;4,164881534;4,285683064;4,312259398;4,288657623;4,134159834
"DNAH9";4,64884545;4,491026268;5,580395606;5,444969486;4,487036189;4,624808356;4,4731535;4,400816135;4,462537003;4,490094518;4,306762749;4,374609051;4,88435248;4,566786305;4,617409661;4,75676375;4,609002791;4,572031641;4,531206641;4,526430893;4,502824303;4,406215865;4,491922597;4,347334191;4,567427658;4,436178763;4,372565686;4,746707675;4,460304505;4,501603395
"DNAI1";4,676381224;4,573576088;4,522428013;4,398689651;4,547511846;4,506876392;4,317672303;4,512756011;4,610786326;4,466503999;4,497312387;4,422451638;4,381939697;4,268873761;4,237408206;4,72847051;4,393545521;4,53141557;4,995066036;4,500194451;4,497243248;4,6138026;4,99254326;4,796298028;4,375875224;4,508114966;4,878163729;4,325789626;4,249770724;4,43228205
"DNAI2";4,232520402;4,345195574;4,023750256;4,414428797;3,896939052;4,230616811;4,154600871;4,169019739;4,165283474;4,103143201;4,052522584;4,273050987;4,479509766;4,270765399;4,162810771;4,247127774;4,150935881;4,187964421;4,345180051;4,117974756;4,289376613;4,057682958;4,086741693;4,046593389;3,960615041;3,995497973;4,434409038;4,273585822;4,523435579;4,333535268
"DNAJA1";10,46164078;10,38991959;10,24184338;9,984772857;10,91694076;10,314787;10,36306012;10,53804971;9,42421594;10,14835056;9,870698078;10,63465766;11,06960783;10,55437597;10,60108192;10,40079816;9,576304;10,88218798;9,331475135;10,82225742;10,68209729;10,52062258;9,580175997;10,07002371;10,59869048;10,49734244;9,417424984;10,16577441;10,36101691;10,82546757
"DNAJA2";8,516515825;7,345423946;8,40320691;8,306186711;8,973825105;8,395480168;8,859365881;8,755901854;8,330635709;9,082273082;8,167988804;9,277343797;8,743724282;8,278476685;8,917217943;8,526780504;8,882126037;9,282789943;8,155335197;7,861070694;8,299660934;8,580829176;9,612231672;6,944177688;9,227243092;7,639131044;8,418338683;8,427770012;7,797443628;8,692653145
"DNAJA3";8,921486847;9,605398709;9,240050165;9,434272945;9,883981052;9,475553166;9,341563274;8,960563764;9,556553633;9,01288949;8,99050132;9,188494243;9,797321275;9,117264351;8,946880268;8,774059908;9,003391288;9,484338881;9,121732639;9,380738484;8,834584727;8,966075136;9,169705748;9,155635992;9,018061896;9,612856459;8,524174915;8,982755358;9,322995326;9,253988845
"DNAJA4";5,664516779;8,339544813;8,620698706;8,976249483;5,106851937;5,222259285;8,529772539;8,537485677;5,511527133;7,912369607;7,936073477;8,481506109;8,687861988;8,940684433;7,565755314;9,191390922;7,730922531;8,262176705;8,196595831;8,262403393;8,804782745;8,373911657;8,274673977;5,123430391;8,174010483;9,073371022;7,134725627;5,751439035;5,502496622;7,718750295
"DNAJB1";7,92080168;9,230147066;8,933839047;8,990894488;7,931376825;9,529380662;8,673973712;8,462949337;9,04453454;7,992364567;9,172960075;8,606376908;9,215550763;8,711364909;8,905063776;8,23023039;8,881155483;9,31216466;7,570804536;8,511698341;8,65103704;8,367408045;7,981190826;7,721791265;8,831023006;8,142789511;8,294882023;8,84557831;8,913818942;8,572188891
"DNAJB11";10,93559961;10,08759074;11,00906953;11,34046036;9,680120774;10,81191427;10,48497366;10,18714947;10,83455034;10,4655747;10,81077427;9,875023143;10,50238043;10,47925217;9,815331229;10,66836654;10,17860336;10,20031025;9,585220079;10,62009739;9,764708463;9,893221213;10,44915702;10,21246279;10,9783985;10,7068764;9,639970855;11,0403061;9,989483157;10,17685343
"DNAJB12";7,229046191;8,148595269;8,167416078;8,178637196;7,146877304;8,454555701;7,659265573;7,27924119;8,300043744;7,795184867;8,10394421;7,551306398;7,649975313;7,929678467;7,805172745;7,909507592;8,086051859;7,946431854;7,809952339;8,05877175;7,652303682;7,556853524;7,723890465;6,964138048;8,262890087;8,220959413;7,30951664;8,247623194;7,527130893;7,468626766
"DNAJB13";5,430478289;5,581869085;5,292606554;5,246583844;5,299295808;5,489655601;5,285310399;5,388170952;5,376926429;5,231243027;5,109963111;5,126384776;5,314522213;5,273003198;5,25068027;5,550879527;5,342674154;5,366701813;5,786240026;5,428413453;5,388981602;5,651225987;5,34318264;5,346935253;5,320473063;5,362269189;5,453134364;5,312602652;5,12272347;5,292962698
"DNAJB14";7,52519062;7,774479152;7,563087243;7,579322085;7,650287105;9,054539685;8,228372622;8,355099553;8,859381144;7,975964968;7,377495702;7,681039808;7,786519544;8,046163364;7,878303112;7,189117813;7,43570317;7,730406762;6,851235189;7,849834732;7,171671492;6,999122904;7,151679018;7,530604051;7,587329894;8,673563279;6,73435171;7,424575861;7,542403588;7,688499427
"DNAJB2";7,465755472;6,817225383;7,557151282;7,257535294;6,943642026;6,723713169;6,992981823;7,012823561;6,668083329;6,812894497;7,131357392;6,926585557;7,109939778;7,191805846;7,357154208;6,394449486;7,31131551;6,895663575;7,017169405;7,03214841;7,216174177;6,992406895;7,330739259;7,321223884;7,034929286;6,944205566;6,750554759;7,033082811;7,018909285;7,149466867
"DNAJB4";6,14098876;8,275928779;5,928816459;5,815802214;6,959865341;7,744225883;7,549320561;7,420419019;7,330991908;7,752810608;6,298812502;6,127222412;7,444342951;6,584829335;7,314922345;5,75657019;6,724883212;7,725612479;5,804092604;6,561003789;5,751815326;5,769916542;6,137977808;6,990692405;7,179483232;6,54914414;6,104713718;6,268839201;7,415917474;7,577725432
"DNAJB6";8,504115712;8,039334755;7,552023138;8,184776307;7,955753387;8,692006451;9,340025618;7,735150586;8,241964776;8,743275684;9,573038224;8,957861883;8,054769505;8,318272238;9,390336181;8,132904033;8,310600762;8,863707413;8,602858511;9,251377434;9,669193992;8,33177699;8,657638675;7,551924143;8,617819223;8,198137202;8,032659378;8,248078524;8,7261284;8,546689594
"DNAJB7";2,984150117;3,11415774;3,077022577;3,067574;3,021770049;3,093955902;3,007884251;2,99554449;3,032972992;2,978593765;3,085200027;3,113640065;3,023328942;2,943679255;3,046094748;3,080083032;2,993296109;3,12104769;3,039131613;2,963140479;3,083726777;3,115248513;3,048685712;3,169446851;3,019825308;3,009767181;3,093447563;2,941692707;2,949563654;3,086500173
"DNAJB8";4,454858469;4,527982746;4,702876839;4,44631134;4,589115505;4,396174521;4,637870256;4,477653047;4,66347158;4,574148711;4,493972901;4,490925171;4,467540649;4,659087587;4,397486396;4,608370732;4,619607487;4,682503277;4,8685043;4,665539278;4,504077649;4,746883756;4,572707507;4,3822283;4,466583535;4,442374354;4,445140166;4,651907053;4,370035336;4,544836712
"DNAJB9";6,329000952;5,988818264;6,339252822;6,220807272;6,471283228;7,853782204;7,420169732;6,294810973;6,514211987;6,578571232;6,434184628;7,120850207;6,602698349;6,488342814;7,258637002;7,298622755;5,849248388;6,498084226;6,018340583;6,522546439;6,875158509;4,916456806;5,115285776;5,760046999;5,678577887;5,536577178;5,490392474;6,685927218;6,706130383;6,335827068
"DNAJC1";9,148756529;6,357022874;8,244803362;8,311105421;9,252810739;9,125481345;8,631347818;8,45476539;8,615300454;8,200723274;9,086951871;8,645473475;8,840973553;8,348612494;8,135427591;9,447164056;8,588662808;7,670695853;8,710363139;8,157123528;10,33247614;7,632236057;8,328982085;8,552962427;8,40300159;8,448950995;7,89005217;8,732422415;8,643052717;8,809200539
"DNAJC11";6,867394565;7,34211498;6,937552948;7,319757034;7,241202412;7,123550149;6,884404995;6,57220574;7,135266577;6,734978306;7,254847303;6,427541765;6,966413741;6,796263947;7,440255232;7,021232907;7,539589436;7,153266765;7,453874571;7,04262286;6,733613932;6,709029001;6,735962657;7,454359768;6,994290341;7,842998806;6,664592291;7,047078333;6,80900172;7,174168977
"DNAJC12";3,981786504;4,498277602;5,412523116;6,354231908;9,576409272;3,615772138;4,083270868;6,56252011;4,072746604;7,009590133;3,720523778;6,568278554;7,280196687;3,655339692;8,086311631;3,742005801;4,627908825;9,817635348;3,832373034;4,975354442;4,144510266;6,104827585;4,74515418;4,486668208;9,303355952;4,838957337;4,122984587;4,103452559;8,928208055;3,931496887
"DNAJC14";6,11543789;6,911820044;6,055463474;6,320088197;7,048632475;7,139954454;6,24218883;5,749862809;6,848897991;6,409052461;6,119245539;5,962745256;7,098011147;6,499204787;6,38086607;6,263749465;5,947529241;6,050118778;5,816406982;6,651099384;6,162028778;4,886588741;5,650450049;5,26376342;6,693294773;7,147467127;5,199409336;6,353882477;7,127330455;6,639963793
"DNAJC15";11,04328439;9,853682016;12,82406559;12,89773977;10,65541392;10,23402565;9,347429722;9,828376377;9,25688278;8,381326718;10,71632593;11,28703334;6,798527142;10,52760953;9,474893271;9,776360253;11,10320333;4,407239947;4,498924749;10,86017265;11,35932982;11,27050148;12,96978597;9,934123485;10,37011089;4,788739852;11,44643134;8,574646577;10,57829459;10,58398673
"DNAJC17";6,574811359;7,457716826;7,032607162;7,124340092;7,23782322;7,738616794;7,237777813;7,430410362;7,548178972;7,418525182;7,6026145;7,261338897;7,522423708;7,355983429;7,336919586;7,696873838;7,471698038;7,764607064;7,442159683;6,836656815;7,025042748;7,325602582;6,630038431;7,042836764;6,913920266;7,405139199;6,88507475;7,076164253;7,268348658;7,054539341
